"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage"
"Nameless","Cat","30",0,10,45,"1",30,"6","2014","morning","10","12",1,"Snowshoe","Blue",1,"Female","baby"
"Nameless","Dog","180",0,17,8,"7",8,"2","2015","lateday","11","24",1,"Jack Russell Terrier","White",0,"Female","baby"
"Lewis","Dog","365",1,13,53,"6",30,"8","2014","midday","10","12",1,"Pit Bull","Blue",0,"Male","baby"
"Zeus","Dog","730",1,15,34,"2",8,"12","2015","midday","10","12",1,"Pit Bull","Blue",1,"Male","adult"
"Larry","Cat","90",1,17,45,"7",19,"7","2015","lateday","11","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Sace","Cat","1460",1,12,19,"4",4,"12","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","adult"
"Greta","Cat","120",1,16,23,"1",8,"9","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Davey","Cat","90",1,8,47,"2",25,"8","2015","morning","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Cat","7",0,14,9,"5",2,"1","2015","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Nameless","Cat","21",0,18,53,"5",29,"5","2015","lateday","18","22",1,"Domestic Shorthair","Orange",1,"Male","baby"
"Charlie","Dog","365",1,17,44,"1",2,"11","2015","lateday","10","18",1,"Siberian Husky","Gray",0,"Female","baby"
"Lyle","Dog","365",1,18,21,"7",21,"9","2014","lateday","4","19",1,"Chinese Sharpei","Fawn",0,"Male","baby"
"Nameless","Dog","60",0,15,39,"7",3,"8","2014","midday","3","23",1,"Chihuahua Shorthair","Tan",1,"Female","baby"
"Sexy","Dog","1460",1,17,16,"6",22,"2","2014","lateday","10","12",1,"Pit Bull","Blue",1,"Female","adult"
"Scrabbles","Dog","300",1,18,44,"7",22,"3","2015","lateday","11","32",1,"Labrador Retriever","Black",0,"Male","baby"
"Hope","Dog","1460",1,15,58,"6",17,"10","2015","midday","19","12",1,"Pit Bull","Brown",0,"Female","adult"
"Nameless","Dog","120",0,15,42,"7",20,"10","2013","midday","11","17",1,"Collie Smooth","Black",1,"Female","baby"
"Estrella","Dog","1460",1,13,42,"7",18,"10","2015","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Kitty","Cat","3650",1,11,30,"7",8,"3","2015","night","5","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Sam","Cat","60",1,16,9,"1",29,"6","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Velvet","Dog","1095",1,18,35,"7",8,"2","2015","lateday","10","22",1,"Chihuahua Longhair","Gray",0,"Female","adult"
"V","Dog","1095",1,11,21,"3",19,"3","2014","night","11","13",1,"Greyhound","Brown",0,"Female","adult"
"Winston","Dog","730",1,12,5,"4",26,"2","2015","midday","14","18",1,"English Setter","White",0,"Male","adult"
"Nameless","Cat","90",0,9,48,"2",1,"9","2015","morning","4","22",1,"Domestic Shorthair","Blue",0,"Female","baby"
"Nameless","Dog","180",0,17,7,"5",9,"1","2015","lateday","5","37",1,"Jack Russell Terrier","White",0,"Male","baby"
"Bella","Dog","1460",1,16,22,"7",12,"1","2014","lateday","9","12",1,"Pit Bull","Tan",0,"Female","adult"
"Mira","Dog","365",1,15,44,"4",20,"2","2014","midday","11","12",1,"Pit Bull","Black",0,"Female","baby"
"Merlin","Dog","365",1,17,56,"3",29,"4","2015","lateday","5","17",1,"West Highland","White",0,"Male","baby"
"Eva","Cat","180",1,12,53,"2",15,"9","2015","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby"
"Sienna","Cat","5475",1,18,54,"4",25,"6","2015","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Female","adult"
"Sadie","Dog","365",1,16,26,"2",11,"8","2015","lateday","15","40",1,"Labrador Retriever","White",0,"Female","baby"
"Nameless","Dog","1825",0,14,39,"6",30,"5","2015","midday","19","18",1,"Great Pyrenees","White",1,"Male","adult"
"Alana","Dog","1825",1,15,9,"5",16,"10","2015","midday","3","22",1,"Labrador Retriever","Tan",0,"Female","adult"
"Milo","Cat","60",1,13,58,"7",30,"11","2014","midday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Wilbur","Dog","365",1,11,9,"1",10,"8","2015","night","4","22",1,"Labrador Retriever","Buff",0,"Male","baby"
"Nameless","Dog","365",0,13,28,"2",18,"11","2014","midday","9","18",1,"French Bulldog","Tan",0,"Male","baby"
"Orange","Cat","60",1,18,50,"2",20,"5","2014","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Bobby","Cat","1095",1,15,24,"6",26,"7","2014","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","adult"
"Nameless","Cat","60",0,12,28,"5",27,"11","2015","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Dog","60",0,18,16,"7",30,"3","2014","lateday","5","22",1,"Labrador Retriever","Cream",0,"Female","baby"
"Nameless","Cat","14",0,18,10,"3",3,"6","2015","lateday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby"
"Kurt","Dog","60",1,18,1,"6",23,"5","2015","lateday","9","42",1,"Cardigan Welsh Corgi","Red",0,"Male","baby"
"Lewis","Dog","365",1,12,53,"5",24,"10","2014","midday","9","19",1,"Anatol Shepherd","Tan",0,"Male","baby"
"Nameless","Cat","28",0,14,35,"7",14,"6","2015","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby"
"Martial","Dog","365",1,13,32,"6",11,"1","2014","midday","11","23",1,"Chihuahua Shorthair","White",1,"Male","baby"
"Nameless","Cat","365",0,9,0,"3",30,"7","2014","morning","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Shirley","Dog","365",1,18,43,"5",23,"1","2015","lateday","11","9",1,"Boxer","Brown",0,"Female","baby"
"Nameless","Cat","2920",0,16,8,"4",1,"10","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Angie","Dog","365",1,18,29,"2",5,"5","2015","lateday","3","21",1,"Australian Kelpie","Red",0,"Female","baby"
"Charlotte","Dog","365",1,15,15,"2",15,"12","2015","midday","19","23",1,"Chihuahua Shorthair","Brown",0,"Female","baby"
"Shine","Cat","120",1,7,28,"4",20,"8","2015","morning","10","11",1,"Siamese","Lynx",0,"Female","baby"
"Jodi","Dog","120",1,15,38,"5",4,"9","2015","midday","4","23",1,"Miniature Schnauzer","Gray",0,"Female","baby"
"Nameless","Cat","150",0,17,23,"2",11,"8","2015","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Nameless","Cat","1095",0,9,0,"1",9,"3","2015","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","adult"
"Nameless","Dog","730",0,14,23,"5",24,"1","2014","midday","11","40",1,"Chihuahua Shorthair","Brown",0,"Male","adult"
"Rocko","Dog","365",1,14,50,"7",30,"8","2015","midday","10","12",1,"Pit Bull","Blue",0,"Male","baby"
"Nameless","Cat","90",0,19,27,"2",24,"11","2015","lateday","16","22",1,"Domestic Shorthair","Gray",3,"Unknown","baby"
"Freeda","Dog","1825",1,16,23,"4",29,"5","2014","lateday","5","8",0,"Pit Bull","White",0,"Female","adult"
"Tuxedo Mask","Dog","365",1,16,42,"7",19,"7","2015","lateday","11","26",1,"Labrador Retriever","Black",0,"Male","baby"
"Chase","Dog","730",1,13,3,"1",23,"12","2013","midday","5","22",1,"Labrador Retriever","Black",0,"Male","adult"
"Nameless","Cat","60",0,15,43,"7",24,"11","2013","midday","6","24",1,"Domestic Medium Hair","Torbie",0,"Female","baby"
"Echo","Dog","1095",1,11,58,"3",13,"11","2013","night","19","12",1,"Pit Bull","White",0,"Female","adult"
"Titan","Cat","365",1,13,22,"2",27,"10","2015","midday","11","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Tre","Cat","270",1,16,12,"6",17,"1","2015","lateday","11","11",1,"Siamese","Flame",0,"Male","baby"
"Felix","Cat","120",1,13,2,"6",2,"1","2016","midday","10","20",0,"Domestic Medium Hair","Blue",0,"Male","baby"
"Kanani","Dog","365",1,18,18,"6",30,"1","2016","lateday","5","19",1,"Black Mouth Cur","Brown",0,"Female","baby"
"Paris","Cat","60",1,16,42,"5",29,"8","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby"
"Scarlet","Cat","2190",1,8,34,"7",3,"8","2014","morning","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Nameless","Cat","90",0,17,27,"6",5,"9","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Nameless","Dog","28",0,17,50,"4",16,"1","2014","lateday","5","21",1,"German Shepherd","Sable",1,"Male","baby"
"Osito","Dog","365",1,18,43,"1",7,"4","2014","lateday","5","13",1,"Pekingese","Cream",0,"Male","baby"
"Cooper","Dog","210",1,16,52,"7",7,"9","2014","lateday","19","28",1,"German Shorthair Pointer","White",0,"Male","baby"
"Chuck","Dog","1095",1,14,33,"2",16,"9","2014","midday","11","21",1,"American Foxhound","White",0,"Male","adult"
"Nameless","Cat","28",0,14,59,"4",11,"6","2015","midday","12","22",1,"Domestic Shorthair","Orange",3,"Unknown","baby"
"Gucci","Cat","1095",1,18,37,"7",13,"10","2013","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Nameless","Cat","730",0,15,10,"3",26,"2","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","adult"
"Nameless","Cat","120",0,16,5,"1",14,"10","2013","lateday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Sharpie","Cat","120",1,11,4,"6",13,"2","2016","night","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Tank","Dog","150",1,16,27,"5",3,"1","2014","lateday","23","32",1,"Australian Cattle Dog","Brown",1,"Male","baby"
"Bentley","Dog","730",1,16,58,"3",1,"10","2014","lateday","19","12",1,"Pit Bull","Brown",1,"Male","adult"
"Tango","Cat","60",1,14,23,"7",11,"10","2015","midday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby"
"Chelsea","Dog","730",1,13,43,"5",19,"6","2015","midday","10","34",1,"American Staffordshire Terrier","Blue",1,"Female","adult"
"Ragnar","Dog","730",1,16,22,"1",16,"3","2015","lateday","11","19",1,"German Shepherd","Black",0,"Male","adult"
"Sasha","Dog","365",1,17,53,"5",15,"1","2016","lateday","8","23",1,"Miniature Schnauzer","Tricolor",0,"Female","baby"
"Nameless","Cat","150",0,14,6,"4",10,"10","2013","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Nameless","Cat","365",0,9,0,"1",23,"6","2014","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Oliver","Cat","60",1,13,53,"2",3,"6","2014","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Nameless","Dog","120",0,17,36,"2",9,"12","2014","lateday","12","24",1,"Jack Russell Terrier","White",0,"Female","baby"
"Lucy","Dog","180",1,12,17,"7",26,"4","2015","midday","11","29",1,"Labrador Retriever","Black",0,"Female","baby"
"Charlie","Cat","60",1,11,40,"6",11,"1","2014","night","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Henney","Dog","730",1,13,7,"6",30,"1","2016","midday","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Yogi","Dog","120",1,15,47,"5",3,"4","2015","midday","14","25",1,"German Shepherd","Black",0,"Male","baby"
"Holt","Dog","2555",1,12,55,"5",13,"6","2014","midday","19","5",0,"Boxer","Brown",1,"Male","adult"
"Peaches","Cat","60",1,14,16,"1",6,"7","2015","midday","12","22",1,"Domestic Shorthair","Orange",1,"Female","baby"
"Zeus","Dog","2555",1,18,14,"3",6,"5","2015","lateday","7","19",1,"Doberman Pinsch","Red",0,"Male","adult"
"Ruffs","Dog","365",1,10,59,"5",29,"1","2016","morning","11","22",1,"Labrador Retriever","Brown",1,"Male","baby"
"Link","Dog","3650",1,17,42,"1",9,"6","2014","lateday","9","24",1,"Jack Russell Terrier","White",0,"Male","adult"
"Cassiel","Dog","330",1,12,22,"2",17,"12","2013","midday","9","13",1,"Dachshund","White",0,"Male","baby"
"Ryan","Cat","60",1,12,15,"2",30,"6","2015","midday","4","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Blackie Boy","Cat","365",1,15,12,"4",31,"12","2015","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Sven","Dog","730",1,16,6,"7",27,"4","2014","lateday","8","33",1,"Swedish Vallhund","Tricolor",0,"Male","adult"
"Beau","Dog","730",1,16,31,"2",3,"2","2015","lateday","5","14",0,"Siberian Husky","White",0,"Male","adult"
"Toby","Dog","1825",1,13,1,"5",27,"2","2015","midday","9","27",1,"Labrador Retriever","Red",0,"Male","adult"
"Nameless","Cat","365",0,9,0,"6",6,"9","2014","morning","6","24",1,"Domestic Medium Hair","Torbie",1,"Female","baby"
"Nameless","Cat","788.5890044810146",0,18,55,"2",16,"2","2016","lateday","6","22",1,"Domestic Shorthair","Torbie",1,"Female","adult"
"Nameless","Cat","1",0,13,41,"7",12,"4","2015","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Willow","Cat","60",1,17,0,"5",20,"12","2013","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby"
"Sugar","Cat","730",1,17,12,"2",1,"9","2015","lateday","11","22",1,"Domestic Shorthair","Cream",0,"Female","adult"
"Chispita","Dog","330",1,17,37,"4",22,"5","2014","lateday","11","27",1,"Miniature Poodle","Black",0,"Female","baby"
"Fred","Dog","180",1,14,1,"1",27,"10","2014","midday","11","17",1,"Border Collie","Black",0,"Male","baby"
"Waylon","Dog","730",1,17,3,"2",19,"1","2016","lateday","8","25",1,"Australian Cattle Dog","Tricolor",0,"Male","adult"
"Angie","Dog","1460",1,11,38,"7",18,"5","2014","night","11","15",1,"Rat Terrier","White",0,"Female","adult"
"Tidus","Dog","1825",1,16,38,"2",27,"5","2014","lateday","9","18",1,"Siberian Husky","Red",1,"Male","adult"
"Luna","Dog","365",1,18,27,"6",20,"6","2015","lateday","11","27",1,"Labrador Retriever","Black",0,"Female","baby"
"Roxy","Dog","1825",1,17,9,"6",1,"11","2014","lateday","11","12",1,"Pit Bull","Black",0,"Female","adult"
"Nameless","Dog","3",0,7,56,"3",25,"3","2015","morning","5","14",1,"Lhasa Apso","Brown",3,"Unknown","baby"
"Lucy","Dog","365",1,18,26,"4",26,"12","2013","lateday","11","22",1,"Chihuahua Longhair","Black",0,"Female","baby"
"Bandit","Cat","60",1,12,58,"7",30,"8","2015","midday","11","24",1,"Domestic Medium Hair","Brown",1,"Female","baby"
"Stormy","Dog","2555",1,15,26,"3",10,"6","2015","midday","5","29",1,"Labrador Retriever","Black",0,"Female","adult"
"Blue","Dog","365",1,17,11,"4",15,"10","2015","lateday","10","12",1,"Pit Bull","Blue",0,"Male","baby"
"Rusty","Dog","365",1,18,48,"1",30,"12","2013","lateday","5","19",1,"German Shepherd","Brown",0,"Male","baby"
"Happy","Dog","240",1,16,34,"3",31,"12","2014","lateday","8","4",0,"Pbgv","Tricolor",0,"Male","baby"
"Willow","Cat","90",1,18,1,"3",2,"12","2015","lateday","10","24",1,"Domestic Medium Hair","Blue",0,"Female","baby"
"Miriam","Cat","4380",1,14,29,"6",30,"11","2013","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Gilbert","Cat","60",1,13,54,"1",16,"6","2014","midday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Dog","730",0,14,16,"5",1,"11","2013","midday","5","17",1,"Cairn Terrier","Cream",1,"Female","adult"
"Simone","Dog","240",1,15,14,"1",22,"12","2014","midday","4","12",1,"Pit Bull","Fawn",1,"Female","baby"
"Jack","Dog","365",1,16,56,"4",9,"4","2015","lateday","10","23",1,"Australian Shepherd","Blue",0,"Male","baby"
"Reina","Dog","365",1,12,35,"1",26,"5","2014","midday","10","12",1,"Pit Bull","Blue",0,"Female","baby"
"Sintex","Dog","365",1,8,10,"6",13,"12","2014","morning","10","12",1,"Pit Bull","Blue",1,"Female","baby"
"Nameless","Dog","4380",0,18,24,"2",13,"5","2014","lateday","8","21",1,"Yorkshire Terrier","Blue",0,"Male","adult"
"Minnie","Dog","730",1,14,53,"1",6,"10","2014","midday","11","26",1,"Labrador Retriever","Black",0,"Female","adult"
"Rocky","Dog","365",1,15,29,"1",30,"3","2015","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby"
"Nameless","Cat","300",0,14,0,"6",2,"11","2013","midday","6","24",1,"Domestic Medium Hair","Calico",1,"Female","baby"
"Nameless","Cat","7",0,15,0,"3",5,"8","2015","midday","4","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby"
"Carlos Perez","Dog","1095",1,12,45,"7",1,"3","2015","midday","5","22",1,"Labrador Retriever","Black",0,"Male","adult"
"Janice","Dog","730",1,18,27,"6",5,"7","2014","lateday","11","15",1,"Rat Terrier","White",0,"Female","adult"
"Lizzy","Cat","365",1,16,13,"7",21,"2","2016","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Cat","120",0,9,0,"7",17,"8","2014","morning","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Charlie","Dog","365",1,15,2,"2",28,"4","2015","midday","19","17",1,"Staffordshire","Brown",0,"Male","baby"
"Lucy","Dog","365",1,12,32,"6",15,"2","2014","midday","5","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Biscuit","Dog","3285",1,16,7,"3",23,"4","2014","lateday","5","3",0,"Pug","Brown",0,"Male","adult"
"Eren","Cat","90",1,16,12,"6",5,"12","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Goofy","Dog","330",1,18,3,"7",4,"10","2015","lateday","9","25",1,"Australian Cattle Dog","Tan",0,"Male","baby"
"Dexter","Dog","60",1,16,4,"3",20,"11","2013","lateday","10","13",1,"Catahoula","Blue",0,"Male","baby"
"Brown","Dog","90",1,18,25,"4",10,"4","2014","lateday","4","20",1,"Golden Retriever","Gold",0,"Male","baby"
"Chico","Dog","2555",1,14,37,"7",30,"8","2015","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult"
"Buddy","Dog","1825",1,18,39,"5",24,"4","2015","lateday","5","22",1,"Labrador Retriever","Black",0,"Male","adult"
"Max","Dog","365",1,18,35,"4",1,"1","2015","lateday","11","12",1,"Pit Bull","Black",1,"Male","baby"
"Bernard","Cat","30",1,17,47,"4",22,"5","2014","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Daisy","Dog","365",1,15,31,"2",15,"12","2015","midday","8","10",1,"Beagle","Tricolor",0,"Female","baby"
"Ozzy","Dog","1095",1,13,42,"7",1,"11","2015","midday","11","19",1,"German Shepherd","Black",0,"Male","adult"
"Nameless","Dog","120",0,16,21,"2",7,"10","2014","lateday","11","12",1,"Pit Bull","White",1,"Male","baby"
"Nameless","Cat","14",0,18,42,"6",16,"5","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",3,"Unknown","baby"
"Lily","Dog","2555",1,19,13,"4",1,"1","2015","lateday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","adult"
"Renji","Dog","1825",1,12,6,"6",15,"3","2014","midday","9","42",1,"American Pit Bull Terrier","Red",1,"Male","adult"
"Rufus","Cat","300",1,12,16,"2",13,"5","2014","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Fitzwilliam","Cat","365",1,15,52,"6",6,"9","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Tj","Cat","60",1,16,37,"2",23,"6","2015","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Jack","Dog","365",1,13,12,"6",16,"8","2014","midday","10","21",1,"Australian Kelpie","White",0,"Male","baby"
"Nameless","Dog","730",0,12,6,"1",28,"10","2013","midday","9","16",1,"Basset Hound","Tan",1,"Male","adult"
"Drake","Dog","365",1,11,32,"1",28,"4","2014","night","5","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Cat","28",0,18,5,"1",21,"4","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Nameless","Cat","21",0,15,36,"1",16,"6","2014","midday","10","21",1,"Domestic Longhair","Blue",1,"Male","baby"
"Tina","Dog","365",1,17,42,"6",8,"3","2014","lateday","15","23",1,"Chihuahua Shorthair","White",0,"Female","baby"
"Bucho","Dog","30",1,19,1,"2",25,"8","2015","lateday","10","10",1,"Pug","Fawn",0,"Male","baby"
"Sarge","Dog","2920",1,15,59,"5",18,"9","2015","midday","9","12",1,"Pit Bull","Tan",1,"Male","adult"
"Nameless","Cat","365",0,9,0,"6",5,"7","2014","morning","5","24",1,"Domestic Medium Hair","Black",1,"Female","baby"
"Meathead","Dog","2555",1,11,32,"5",12,"2","2016","night","16","18",1,"Pit Bull","White",0,"Male","adult"
"Samantha","Dog","365",1,17,47,"4",7,"5","2015","lateday","5","19",1,"German Shepherd","Sable",0,"Female","baby"
"Nameless","Cat","60",0,18,59,"4",30,"7","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Lady Isis","Dog","730",1,18,31,"1",13,"1","2014","lateday","11","22",1,"Pointer","Black",0,"Female","adult"
"Toffee","Dog","330",1,13,45,"5",13,"12","2013","midday","3","13",1,"Dachshund","Red",0,"Female","baby"
"Pixy","Cat","365",1,12,15,"7",11,"5","2014","midday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Nameless","Dog","90",0,12,38,"2",4,"11","2014","midday","9","19",1,"German Shepherd","Tan",0,"Female","baby"
"Nameless","Cat","28",0,8,21,"3",27,"5","2015","morning","11","22",1,"Domestic Shorthair","Black",3,"Unknown","baby"
"Nameless","Cat","28",0,15,38,"2",19,"5","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Fluffernutt","Cat","60",1,10,53,"3",29,"10","2014","morning","4","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Toby","Dog","365",1,11,18,"1",23,"2","2015","night","9","22",1,"Australian Terrier","Tan",0,"Male","baby"
"Nameless","Dog","30",0,11,35,"4",17,"12","2015","night","19","9",1,"Boxer","Brown",0,"Male","baby"
"Mike","Cat","60",1,17,43,"7",17,"8","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Dog","1095",0,13,37,"6",11,"1","2014","midday","5","16",1,"Bichon Frise","White",0,"Male","adult"
"Carly","Dog","365",1,16,28,"4",9,"10","2014","lateday","11","30",1,"Labrador Retriever","White",0,"Female","baby"
"Lilac","Dog","1460",1,16,4,"4",5,"3","2015","lateday","5","12",1,"Pit Bull","White",1,"Female","adult"
"Boris","Cat","1825",1,18,49,"1",11,"1","2016","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Male","adult"
"Edgar","Dog","365",1,14,41,"7",18,"1","2015","midday","11","17",1,"Border Collie","Black",0,"Male","baby"
"Bootsy","Dog","365",1,18,5,"4",26,"12","2013","lateday","5","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Herc","Dog","730",1,14,19,"2",18,"8","2015","midday","9","20",1,"Picardy Sheepdog","Tan",1,"Male","adult"
"Toffee","Cat","180",1,14,24,"5",14,"11","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Cho-Cho","Dog","730",1,17,3,"4",2,"1","2014","lateday","19","29",1,"American Pit Bull Terrier","Black",1,"Male","adult"
"Nameless","Dog","150",0,18,17,"1",10,"8","2015","lateday","11","12",1,"Pit Bull","Black",0,"Male","baby"
"Mickey","Cat","240",1,18,20,"3",12,"2","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Cat","120",0,9,0,"7",19,"7","2015","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Mercury","Dog","365",1,12,32,"3",27,"8","2014","midday","19","14",1,"Boxer","Brown",0,"Male","baby"
"Nameless","Cat","150",0,11,0,"3",26,"8","2015","night","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Atticus","Dog","1095",1,18,55,"2",25,"8","2015","lateday","3","19",1,"Norwich Terrier","Tan",0,"Male","adult"
"Nameless","Cat","4",0,14,55,"3",22,"4","2015","midday","12","22",1,"Domestic Shorthair","Orange",3,"Unknown","baby"
"Jasmine","Dog","150",1,16,26,"6",1,"8","2015","lateday","11","34",1,"German Shepherd","Brown",0,"Female","baby"
"Heidi","Dog","365",1,15,2,"1",3,"8","2015","midday","12","22",1,"Labrador Retriever","Yellow",0,"Female","baby"
"Nameless","Dog","60",0,17,25,"3",30,"4","2014","lateday","15","22",1,"Chihuahua Longhair","Chocolate",0,"Male","baby"
"Puma","Dog","180",1,13,51,"3",3,"9","2014","midday","5","36",1,"Miniature Schnauzer","Black",0,"Female","baby"
"Jill","Dog","60",1,12,6,"5",4,"9","2015","midday","19","9",1,"Boxer","Brown",0,"Female","baby"
"Storm","Cat","90",1,16,11,"4",16,"1","2014","lateday","6","22",1,"Domestic Shorthair","Torbie",0,"Female","baby"
"Marty","Cat","60",1,11,44,"2",8,"10","2013","night","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Nameless","Cat","7",0,11,59,"5",3,"4","2015","night","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Zoe","Cat","60",1,11,36,"2",10,"11","2015","night","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Lou","Dog","1825",1,11,2,"5",13,"11","2015","night","11","18",1,"Boston Terrier","Black",0,"Female","adult"
"Nameless","Dog","365",0,16,22,"5",24,"7","2015","lateday","9","37",1,"Yorkshire Terrier","Black",0,"Female","baby"
"Beanie","Dog","1095",1,16,40,"2",24,"3","2015","lateday","4","22",1,"Dachshund Wirehair","Buff",0,"Female","adult"
"Nameless","Cat","270",0,9,0,"3",16,"7","2014","morning","10","22",1,"Domestic Shorthair","White",3,"Unknown","baby"
"Nameless","Dog","4745",0,19,9,"2",13,"1","2015","lateday","4","23",1,"Chihuahua Shorthair","Buff",1,"Female","adult"
"Fiona","Cat","60",1,17,57,"7",23,"11","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Dog","730",0,17,59,"3",2,"4","2014","lateday","8","15",1,"Rat Terrier","Tricolor",0,"Female","adult"
"Nameless","Cat","1",0,15,32,"6",29,"3","2014","midday","5","22",1,"Domestic Shorthair","White",1,"Female","baby"
"Betty","Dog","730",1,16,44,"3",22,"10","2014","lateday","11","9",1,"Boxer","Black",0,"Female","adult"
"Zapp","Dog","365",1,19,7,"2",12,"1","2016","lateday","9","23",1,"Chihuahua Shorthair","Black",0,"Male","baby"
"Shadow","Dog","60",1,18,52,"4",10,"7","2014","lateday","11","9",1,"Boxer","Brown",0,"Male","baby"
"Man","Dog","730",1,18,31,"3",30,"12","2015","lateday","10","12",1,"Pit Bull","Blue",0,"Male","adult"
"Cosmo","Dog","365",1,19,5,"5",19,"6","2015","lateday","8","27",1,"Chihuahua Shorthair","Tricolor",0,"Male","baby"
"Nameless","Dog","365",0,16,34,"5",7,"11","2014","lateday","19","18",1,"Boston Terrier","Brown",0,"Female","baby"
"Goofy","Dog","1095",1,12,53,"6",30,"8","2014","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult"
"Harry","Cat","210",1,18,25,"7",13,"10","2013","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Cat","7",0,13,0,"7",27,"7","2014","midday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
