"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Batman","Dog","730",1,15,17,"6",4,"7","2015","midday","8","24",1,"Cardigan Welsh Corgi","Tricolor",0,"Female","adult","Adoption"
"Nameless","Cat","90",0,9,0,"6",16,"5","2015","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Izabella","Cat","365",1,19,10,"7",13,"7","2014","lateday","5","22",1,"Domestic Shorthair","White",0,"Female","baby","Adoption"
"Nameless","Cat","14",0,15,54,"5",24,"4","2015","midday","4","18",0,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Nameless","Dog","730",0,18,21,"1",29,"12","2014","lateday","5","24",1,"Maltese","White",0,"Female","adult","Adoption"
"Stitch","Cat","60",1,15,28,"7",15,"6","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Adoption"
"Bodie","Dog","60",1,18,41,"2",17,"2","2015","lateday","27","34",1,"Cocker Spaniel","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","60",0,17,55,"6",13,"9","2014","lateday","16","24",1,"Domestic Medium Hair","Blue",0,"Male","baby","Adoption"
"Lilah","Cat","60",1,18,41,"5",12,"2","2016","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby","Adoption"
"Captain","Dog","730",1,16,15,"3",30,"7","2014","lateday","11","18",1,"Siberian Husky","Black",0,"Male","adult","Adoption"
"Nameless","Cat","21",0,15,58,"6",9,"8","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Gizmo","Dog","2190",1,10,19,"4",5,"12","2013","morning","11","27",1,"Chihuahua Longhair","Brown",1,"Male","adult","Transfer"
"Giovanni","Dog","3650",1,11,15,"6",26,"9","2015","night","11","30",1,"Australian Cattle Dog","White",0,"Male","adult","Return_to_owner"
"Scout","Dog","120",1,13,31,"5",13,"12","2013","midday","11","17",1,"Border Collie","White",1,"Male","baby","Transfer"
"Nameless","Dog","120",0,17,52,"5",3,"1","2014","lateday","15","12",1,"Pit Bull","Chocolate",0,"Female","baby","Adoption"
"Snoop","Cat","180",1,13,26,"5",4,"12","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Khloe","Dog","150",1,12,28,"2",30,"9","2014","midday","9","23",1,"Chihuahua Shorthair","Black",0,"Female","baby","Adoption"
"Tito","Dog","365",1,18,13,"1",28,"12","2015","lateday","4","23",1,"Chihuahua Shorthair","Buff",0,"Male","baby","Transfer"
"Denali","Dog","730",1,18,47,"7",9,"3","2014","lateday","11","25",1,"Australian Cattle Dog","White",0,"Female","adult","Adoption"
"Emma","Cat","30",1,15,18,"6",21,"6","2014","midday","17","22",1,"Domestic Shorthair","White",1,"Female","baby","Adoption"
"Sundae","Cat","14",1,12,3,"7",6,"12","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Luke","Dog","330",1,19,21,"6",15,"8","2015","lateday","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Adoption"
"Watson","Cat","30",1,17,1,"3",18,"6","2014","lateday","10","11",1,"Siamese","Blue",0,"Male","baby","Adoption"
"Zari","Dog","3285",1,13,10,"7",4,"1","2015","midday","3","13",1,"Dachshund","Red",0,"Female","adult","Transfer"
"Minerva","Cat","30",1,18,48,"3",9,"10","2013","lateday","11","21",1,"Domestic Longhair","Black",1,"Female","baby","Transfer"
"Walker","Dog","2190",1,12,52,"3",16,"4","2014","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Transfer"
"Nameless","Cat","120",0,9,0,"4",31,"7","2014","morning","12","22",1,"Domestic Shorthair","Torbie",1,"Female","baby","Transfer"
"Swirly","Cat","120",1,18,30,"2",29,"7","2014","lateday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby","Adoption"
"Nameless","Dog","240",0,17,57,"7",27,"9","2015","lateday","3","22",1,"Chihuahua Longhair","Tan",0,"Male","baby","Adoption"
"Roxy","Dog","730",1,15,14,"5",5,"12","2014","midday","19","12",1,"Pit Bull","White",0,"Female","adult","Adoption"
"Nameless","Cat","4380",0,15,28,"7",19,"7","2015","midday","5","24",1,"Domestic Medium Hair","Black",1,"Female","adult","Euthanasia"
"Nameless","Cat","14",0,14,14,"2",24,"6","2014","midday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Lucy","Dog","2190",1,16,40,"2",13,"5","2014","lateday","6","18",0,"Labrador Retriever","Yellow",0,"Female","adult","Return_to_owner"
"Trixie","Dog","120",1,18,20,"7",29,"3","2015","lateday","5","39",1,"Cardigan Welsh Corgi","Brown",0,"Female","baby","Adoption"
"Rosalie","Dog","730",1,15,0,"7",30,"3","2014","midday","11","22",1,"Labrador Retriever","Black",0,"Female","adult","Adoption"
"Nameless","Cat","365",0,16,18,"2",5,"11","2013","lateday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Five","Cat","210",1,14,15,"6",29,"11","2014","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Lady","Dog","365",1,17,25,"7",20,"10","2013","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby","Adoption"
"Dell","Dog","2555",1,16,1,"4",12,"6","2014","lateday","11","12",1,"Pit Bull","Brown",0,"Male","adult","Adoption"
"Tux","Cat","60",1,17,15,"3",21,"5","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Nameless","Dog","120",0,17,51,"7",2,"11","2014","lateday","11","23",1,"Miniature Schnauzer","Black",0,"Female","baby","Adoption"
"Rocky","Dog","5110",1,14,39,"6",24,"10","2015","midday","9","23",1,"Chihuahua Shorthair","Black",1,"Male","adult","Return_to_owner"
"Honey","Dog","3285",1,11,14,"7",15,"6","2014","night","9","34",1,"German Shepherd","Tan",0,"Female","adult","Return_to_owner"
"Butterfly","Cat","3650",1,18,52,"5",22,"5","2015","lateday","6","22",1,"Domestic Shorthair","Torbie",0,"Female","adult","Adoption"
"Nameless","Cat","7",0,13,48,"5",3,"7","2015","midday","12","22",1,"Domestic Shorthair","Orange",3,"Unknown","baby","Transfer"
"Italia","Cat","270",1,11,45,"5",17,"1","2014","night","6","22",1,"Domestic Shorthair","Torbie",0,"Female","baby","Return_to_owner"
"Giselle","Cat","1095",1,17,49,"2",24,"11","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Adoption"
"Nia","Dog","2920",1,14,44,"7",17,"1","2016","midday","11","20",1,"American Bulldog","White",0,"Female","adult","Return_to_owner"
"Oliver","Cat","180",1,18,49,"1",10,"11","2014","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Conrad","Dog","1095",1,11,55,"6",27,"9","2014","night","5","9",1,"Boxer","Black",1,"Male","adult","Return_to_owner"
"Major","Dog","1095",1,12,48,"5",13,"6","2014","midday","11","17",1,"Border Collie","Black",0,"Male","adult","Euthanasia"
"Derby","Dog","150",1,17,32,"1",9,"2","2015","lateday","11","32",1,"Labrador Retriever","Black",0,"Female","baby","Adoption"
"Nameless","Cat","2920",0,12,21,"2",6,"1","2015","midday","11","21",1,"Domestic Longhair","White",0,"Female","adult","Euthanasia"
"Nameless","Cat","150",0,15,3,"5",28,"3","2014","midday","11","24",1,"Domestic Medium Hair","Black",1,"Female","baby","Transfer"
"Aj","Dog","365",1,19,6,"3",19,"8","2015","lateday","5","21",1,"Yorkshire Terrier","Sable",0,"Male","baby","Adoption"
"Scooter","Cat","5110",1,13,53,"6",15,"3","2014","midday","6","24",1,"Domestic Medium Hair","Torbie",0,"Female","adult","Euthanasia"
"Nameless","Cat","730",0,17,37,"2",3,"3","2015","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","adult","Adoption"
"Nameless","Cat","1095",0,9,0,"2",18,"8","2015","morning","11","22",1,"Domestic Shorthair","Black",3,"Unknown","adult","Transfer"
"Beka","Dog","730",1,17,14,"3",2,"7","2014","lateday","8","23",1,"Chihuahua Shorthair","Tricolor",0,"Female","adult","Return_to_owner"
"Nameless","Dog","1825",0,16,59,"3",2,"7","2014","lateday","3","29",1,"Dachshund","Red",1,"Male","adult","Euthanasia"
"Omi","Cat","3285",1,14,10,"1",27,"4","2015","midday","11","13",1,"Himalayan","Flame",0,"Male","adult","Adoption"
"Ringo","Cat","30",1,14,7,"7",11,"10","2015","midday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Betty","Dog","60",1,14,3,"6",8,"11","2014","midday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","baby","Adoption"
"Alexander","Dog","2920",1,11,6,"4",23,"7","2015","night","9","17",1,"Staffordshire","Tan",0,"Male","adult","Adoption"
"Nameless","Dog","120",0,16,39,"6",12,"10","2013","lateday","11","12",1,"Pit Bull","Black",1,"Female","baby","Transfer"
"Pumpkin","Dog","365",1,15,53,"5",31,"10","2014","midday","9","22",1,"Labrador Retriever","Chocolate",0,"Female","baby","Adoption"
"Cloe","Cat","1095",1,15,10,"2",12,"11","2013","midday","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Transfer"
"Angelina","Dog","365",1,12,21,"1",18,"1","2016","midday","11","12",1,"Pit Bull","Black",0,"Female","baby","Transfer"
"Johnny","Cat","60",1,12,37,"4",20,"11","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Transfer"
"Spot","Cat","365",1,14,43,"2",3,"3","2015","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Transfer"
"Bubba","Dog","2190",1,13,24,"4",16,"4","2015","midday","10","12",1,"Pit Bull","Blue",0,"Male","adult","Transfer"
"Nameless","Cat","365",0,15,51,"5",8,"11","2013","midday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby","Transfer"
"Jackson","Dog","365",1,18,9,"7",4,"1","2015","lateday","16","12",1,"Pit Bull","Blue",0,"Male","baby","Adoption"
"Lionel","Cat","28",1,12,17,"4",23,"10","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Dijiba","Cat","365",1,15,1,"2",3,"2","2015","midday","12","20",0,"Domestic Medium Hair","Orange",0,"Female","baby","Transfer"
"Nameless","Cat","14",0,19,15,"1",9,"6","2014","lateday","18","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Beaux","Dog","4015",1,13,50,"1",14,"9","2015","midday","12","20",1,"Alaskan Malamute","White",0,"Male","adult","Return_to_owner"
"Nameless","Cat","60",0,16,9,"1",22,"6","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Lucinda","Cat","240",1,15,53,"7",2,"3","2014","midday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Transfer"
"Nameless","Cat","210",0,14,57,"4",27,"3","2014","midday","6","24",1,"Domestic Medium Hair","Calico",1,"Female","baby","Transfer"
"Nameless","Cat","30",0,9,37,"1",6,"7","2015","morning","11","22",1,"Domestic Shorthair","Black",1,"Male","baby","Died"
"Moon Doggie","Dog","270",1,15,54,"6",17,"5","2014","midday","5","34",1,"Labrador Retriever","Black",0,"Male","baby","Adoption"
"Max","Dog","365",1,18,38,"3",27,"8","2014","lateday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Adoption"
"Halifax","Cat","120",1,17,46,"4",5,"3","2015","lateday","11","14",1,"Maine Coon","Brown",0,"Male","baby","Adoption"
"Kreydos","Dog","730",1,13,21,"5",1,"8","2014","midday","8","12",1,"Pit Bull","Tricolor",0,"Male","adult","Return_to_owner"
"Moose","Dog","120",1,17,50,"4",1,"1","2015","lateday","5","24",1,"Cardigan Welsh Corgi","Black",0,"Male","baby","Adoption"
"Bombay","Dog","1095",1,14,52,"7",27,"7","2014","midday","5","22",1,"Labrador Retriever","Brown",0,"Male","adult","Adoption"
"Nameless","Dog","365",0,16,47,"3",18,"11","2015","lateday","9","21",1,"Australian Kelpie","Black",0,"Female","baby","Adoption"
"Bo","Dog","2920",1,15,18,"4",17,"12","2015","midday","9","17",0,"Yorkshire Terrier","Red",0,"Male","adult","Adoption"
"Nameless","Dog","730",0,17,27,"2",3,"12","2013","lateday","5","20",1,"Miniature Poodle","White",0,"Male","adult","Adoption"
"Star","Cat","365",1,15,50,"4",17,"4","2014","midday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Return_to_owner"
"Tank","Dog","730",1,17,54,"1",28,"10","2013","lateday","11","12",1,"Pit Bull","Brown",0,"Male","adult","Euthanasia"
"Nameless","Dog","730",0,16,18,"3",23,"4","2014","lateday","10","13",1,"Dachshund","Blue",0,"Male","adult","Transfer"
"Selleck","Cat","60",1,18,38,"5",27,"11","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Bastet","Cat","30",1,11,12,"5",28,"11","2014","night","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Died"
"Nameless","Dog","60",0,17,49,"5",21,"11","2014","lateday","9","21",1,"Italian Greyhound","White",0,"Female","baby","Adoption"
"Nameless","Dog","365",0,11,1,"5",14,"3","2014","night","15","15",1,"Rat Terrier","White",1,"Male","baby","Transfer"
"Fido","Cat","60",1,18,44,"6",11,"7","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","1825",0,18,7,"3",30,"4","2014","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Female","adult","Return_to_owner"
"Zora","Cat","1460",1,11,7,"6",4,"7","2015","night","12","18",0,"Domestic Shorthair","Orange",0,"Female","adult","Transfer"
"Tito","Cat","150",1,17,54,"7",13,"9","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Decker","Dog","365",1,14,12,"4",21,"11","2013","midday","9","22",1,"Labrador Retriever","Chocolate",0,"Male","baby","Transfer"
"Stefanie","Dog","1825",1,0,0,"1",23,"11","2015","night","9","23",1,"Australian Shepherd","White",0,"Female","adult","Transfer"
"Nameless","Dog","210",0,17,8,"4",18,"2","2016","lateday","3","25",1,"Australian Cattle Dog","Tan",0,"Female","baby","Adoption"
"Nameless","Cat","21",0,14,0,"2",26,"8","2014","midday","17","22",1,"Domestic Shorthair","Cream",1,"Male","baby","Transfer"
"Remington","Dog","365",1,17,37,"7",5,"4","2015","lateday","13","12",1,"Pit Bull","Black",0,"Male","baby","Transfer"
"Nameless","Cat","4",0,13,25,"3",26,"8","2015","midday","18","22",1,"Domestic Shorthair","White",1,"Female","baby","Transfer"
"Nameless","Cat","180",0,14,10,"2",12,"11","2013","midday","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Nameless","Dog","60",0,17,15,"7",3,"11","2013","lateday","3","22",1,"Chihuahua Longhair","Tan",0,"Female","baby","Adoption"
"Nameless","Dog","1095",0,18,46,"6",4,"10","2014","lateday","5","20",1,"American Bulldog","White",0,"Male","adult","Transfer"
"Travis","Cat","1460",1,15,0,"1",20,"7","2015","midday","10","11",1,"Siamese","Seal",0,"Male","adult","Transfer"
"Flack","Dog","2555",1,14,43,"2",25,"8","2015","midday","11","23",1,"Chihuahua Shorthair","Black",0,"Male","adult","Return_to_owner"
"Nameless","Cat","365",0,13,1,"7",20,"10","2013","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Serrano","Dog","5475",1,12,6,"1",24,"3","2014","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Return_to_owner"
"Nameless","Cat","60",0,12,1,"2",15,"4","2014","midday","10","21",1,"Domestic Longhair","Blue",0,"Female","baby","Adoption"
"Maddi","Dog","365",1,18,10,"3",18,"3","2015","lateday","10","27",0,"Soft Coated Wheaten Terrier","White",0,"Female","baby","Return_to_owner"
"Nameless","Dog","30",0,17,39,"7",21,"6","2015","lateday","9","12",1,"Pit Bull","Tan",1,"Female","baby","Euthanasia"
"Nameless","Cat","3",0,13,18,"2",13,"5","2014","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby","Transfer"
"Gigi","Dog","730",1,17,20,"3",4,"2","2015","lateday","9","24",1,"Cardigan Welsh Corgi","Red",0,"Male","adult","Return_to_owner"
"Nameless","Dog","2920",0,12,25,"2",12,"8","2014","midday","5","18",1,"Siberian Husky","Cream",0,"Female","adult","Euthanasia"
"Buffy","Dog","365",1,12,46,"7",17,"8","2014","midday","5","18",1,"Great Pyrenees","White",0,"Female","baby","Transfer"
"Nameless","Dog","30",0,21,10,"6",2,"5","2015","night","5","22",1,"Labrador Retriever","White",0,"Male","baby","Adoption"
"Cypress","Cat","150",1,15,39,"2",31,"12","2013","midday","10","11",1,"Siamese","Seal",0,"Male","baby","Adoption"
"Simba","Dog","90",1,13,8,"2",30,"6","2015","midday","5","22",1,"Labrador Retriever","White",0,"Male","baby","Transfer"
"King","Dog","2190",1,17,52,"6",14,"12","2013","lateday","9","19",1,"Anatol Shepherd","White",0,"Male","adult","Adoption"
"Nameless","Cat","21",0,13,22,"2",23,"9","2014","midday","5","21",1,"Domestic Longhair","Black",1,"Female","baby","Transfer"
"Puffer Cat","Cat","120",1,12,37,"4",28,"8","2014","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Nameless","Dog","180",0,11,46,"4",18,"12","2014","night","21","21",1,"Queensland Heeler","Blue",0,"Female","baby","Adoption"
"Betsy","Cat","21",1,14,18,"5",22,"5","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Rudolph","Cat","4380",1,13,5,"1",16,"12","2013","midday","12","22",1,"Domestic Shorthair","Orange",1,"Male","adult","Euthanasia"
"Maggie","Dog","1095",1,13,44,"6",26,"4","2014","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult","Adoption"
"Shelby","Cat","365",1,13,12,"6",2,"11","2013","midday","11","7",0,"Siamese","White",0,"Female","baby","Adoption"
"Nina","Cat","120",1,14,15,"6",13,"12","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Suzie","Cat","60",1,15,49,"4",5,"6","2014","midday","4","24",1,"Domestic Medium Hair","Blue",0,"Female","baby","Transfer"
"Big Boy","Dog","1460",1,12,50,"7",25,"10","2015","midday","9","10",0,"Rottweiler","Black",1,"Male","adult","Return_to_owner"
"Nameless","Cat","7",0,15,42,"6",22,"8","2015","midday","10","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby","Transfer"
"Sammy","Cat","60",1,12,1,"6",25,"7","2015","midday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Baby Girl","Dog","1460",1,18,30,"3",22,"4","2015","lateday","10","12",1,"Pit Bull","Blue",0,"Female","adult","Return_to_owner"
"Loulou","Dog","120",1,18,46,"2",4,"3","2014","lateday","11","23",1,"Australian Shepherd","White",0,"Female","baby","Adoption"
"Nameless","Cat","21",0,18,26,"6",20,"9","2014","lateday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Nameless","Cat","14",0,9,14,"5",23,"5","2014","morning","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Vinnie","Cat","730",1,18,6,"3",13,"5","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","adult","Return_to_owner"
"Stella","Cat","730",1,19,10,"4",17,"9","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","adult","Adoption"
"Junior","Dog","730",1,19,13,"4",11,"2","2016","lateday","5","31",1,"Soft Coated Wheaten Terrier","White",0,"Male","adult","Return_to_owner"
"Nameless","Cat","14",0,16,30,"5",18,"7","2014","lateday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Nameless","Dog","365",0,18,25,"1",8,"6","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby","Transfer"
"Nameless","Dog","30",0,19,1,"1",24,"8","2015","lateday","9","34",1,"German Shepherd","Red",0,"Male","baby","Adoption"
"Nameless","Cat","60",0,13,6,"7",8,"11","2015","midday","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Nameless","Dog","30",0,20,45,"6",2,"5","2015","night","5","22",1,"Labrador Retriever","Sable",0,"Female","baby","Adoption"
"Chucho","Dog","730",1,18,7,"6",20,"12","2014","lateday","15","12",1,"Pit Bull","Chocolate",0,"Male","adult","Return_to_owner"
"Batman","Dog","1460",1,13,25,"4",12,"12","2013","midday","11","12",1,"Pit Bull","Black",0,"Male","adult","Adoption"
"Riley","Dog","60",1,18,40,"6",19,"7","2014","lateday","11","28",1,"Border Collie","Black",0,"Male","baby","Adoption"
"Norma","Cat","60",1,17,39,"7",24,"5","2015","lateday","18","22",1,"Domestic Shorthair","White",0,"Female","baby","Adoption"
"Kaira","Dog","1460",1,16,0,"4",23,"7","2015","lateday","9","8",0,"Pit Bull","White",0,"Female","adult","Transfer"
"Brie","Dog","1825",1,11,32,"5",22,"1","2016","night","11","8",0,"Shih Tzu","White",1,"Female","adult","Transfer"
"Oliver","Cat","2190",1,14,16,"6",5,"4","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Male","adult","Adoption"
"Nameless","Cat","4",0,13,46,"3",21,"5","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Lucy","Dog","365",1,15,55,"2",18,"2","2014","midday","11","22",1,"Labrador Retriever","Black",0,"Female","baby","Adoption"
"Halloween","Cat","60",1,12,40,"2",6,"1","2015","midday","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Transfer"
"Buster","Dog","2190",1,18,16,"4",1,"10","2015","lateday","11","12",1,"Pit Bull","Brown",1,"Male","adult","Return_to_owner"
"Cobalt","Cat","30",1,16,7,"2",7,"10","2014","lateday","10","11",1,"Siamese","Blue",1,"Male","baby","Transfer"
"Nameless","Cat","730",0,9,16,"3",28,"10","2015","morning","12","24",1,"Domestic Medium Hair","Orange",1,"Male","adult","Euthanasia"
"Richie","Cat","60",1,17,25,"7",14,"9","2014","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Rollie","Dog","1825",1,12,38,"4",15,"10","2015","midday","10","23",1,"Chihuahua Shorthair","Buff",0,"Female","adult","Return_to_owner"
"Clarissa","Cat","365",1,10,42,"6",22,"3","2014","morning","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Reina","Cat","30",1,15,55,"1",21,"9","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Nameless","Cat","21",0,19,32,"7",10,"5","2015","lateday","16","22",1,"Domestic Shorthair","Blue",1,"Female","baby","Transfer"
"Skyler","Dog","365",1,12,48,"3",9,"7","2014","midday","14","13",1,"Catahoula","Blue",0,"Male","baby","Return_to_owner"
"Precious","Dog","365",1,18,32,"1",5,"10","2015","lateday","16","12",1,"Pit Bull","Blue",0,"Female","baby","Return_to_owner"
"Nameless","Dog","3",0,11,26,"3",25,"3","2015","night","11","14",1,"Lhasa Apso","White",3,"Unknown","baby","Transfer"
"Odette","Cat","365",1,11,5,"4",4,"6","2015","night","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Ivy","Dog","240",1,15,46,"6",23,"5","2015","midday","4","27",1,"Blue Lacy","Blue",0,"Female","baby","Adoption"
"Lisa","Dog","30",1,19,22,"7",19,"4","2015","lateday","11","25",1,"Border Collie","Black",0,"Female","baby","Adoption"
"Vida","Dog","365",1,16,38,"2",10,"6","2014","lateday","19","38",1,"Manchester Terrier","Black",0,"Female","baby","Transfer"
"Scrappy","Dog","730",1,17,5,"5",20,"12","2013","lateday","8","15",1,"Rat Terrier","Tricolor",0,"Male","adult","Transfer"
"Scooby","Dog","1825",1,16,15,"3",10,"2","2016","lateday","3","31",1,"Cocker Spaniel","Tan",0,"Male","adult","Adoption"
"Nameless","Dog","150",0,17,11,"3",22,"1","2014","lateday","11","22",1,"Miniature Pinscher","Brown",0,"Male","baby","Adoption"
"Leo","Dog","2555",1,8,52,"4",21,"8","2014","morning","9","26",1,"Parson Russell Terrier","White",0,"Male","adult","Euthanasia"
"Bear","Dog","90",1,18,45,"5",1,"8","2014","lateday","11","21",1,"Italian Greyhound","Black",0,"Female","baby","Adoption"
"Trix","Dog","730",1,15,52,"6",2,"1","2016","midday","8","19",1,"German Shepherd","Tricolor",0,"Male","adult","Transfer"
"Baby","Dog","1825",1,18,37,"6",8,"3","2014","lateday","5","7",0,"Maltese","White",0,"Male","adult","Adoption"
"Rebel","Dog","365",1,15,27,"6",13,"12","2014","midday","11","19",1,"German Shepherd","Brown",0,"Male","baby","Adoption"
"Grisha","Cat","730",1,17,47,"2",22,"4","2014","lateday","4","22",1,"Domestic Shorthair","Blue",0,"Male","adult","Adoption"
"X","Dog","365",1,13,2,"5",18,"7","2014","midday","4","22",1,"Labrador Retriever","Buff",0,"Male","baby","Transfer"
"Abraham","Cat","30",1,13,6,"6",20,"6","2015","midday","5","21",1,"Domestic Longhair","Black",1,"Male","baby","Died"
"Pinto","Dog","730",1,13,56,"6",5,"12","2015","midday","8","27",1,"Dachshund","Tricolor",0,"Male","adult","Adoption"
"Spot","Dog","300",1,16,31,"6",25,"4","2015","lateday","9","38",1,"Australian Cattle Dog","Tan",0,"Male","baby","Transfer"
"Gracie","Cat","120",1,16,50,"6",19,"10","2013","lateday","6","22",1,"Domestic Shorthair","Torbie",1,"Female","baby","Adoption"
"Nameless","Cat","14",0,15,46,"7",28,"9","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Nameless","Dog","60",0,17,4,"5",25,"7","2014","lateday","11","13",1,"Dachshund","White",0,"Female","baby","Adoption"
"Monty","Dog","365",1,15,0,"3",18,"2","2015","midday","11","22",1,"Labrador Retriever","Black",1,"Male","baby","Transfer"
"Nameless","Cat","30",0,17,35,"4",18,"12","2014","lateday","12","22",1,"Domestic Shorthair","White",1,"Female","baby","Euthanasia"
"Roscoe","Dog","365",1,13,35,"4",12,"2","2015","midday","15","34",1,"American Staffordshire Terrier","Chocolate",0,"Male","baby","Transfer"
"Marco","Dog","120",1,13,42,"1",14,"9","2015","midday","19","13",1,"Catahoula","Black",0,"Male","baby","Transfer"
"Cinnamon","Cat","330",1,13,59,"1",16,"12","2013","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Transfer"
"Nameless","Cat","7",0,12,58,"2",1,"10","2013","midday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Nameless","Dog","60",0,14,7,"6",28,"12","2013","midday","9","19",1,"German Shepherd","Black",1,"Male","baby","Transfer"
"Wrigley","Dog","3285",1,14,21,"5",29,"11","2013","midday","11","8",0,"Brittany","White",1,"Male","adult","Return_to_owner"
"Dottie","Dog","60",1,17,59,"7",6,"9","2015","lateday","10","25",1,"Black Mouth Cur","Fawn",0,"Female","baby","Adoption"
"Beau","Cat","30",1,18,13,"4",19,"6","2014","lateday","11","24",1,"Domestic Medium Hair","Brown",0,"Male","baby","Adoption"
"Emily","Cat","365",1,17,32,"6",22,"2","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Brad","Cat","30",1,0,0,"1",26,"10","2015","night","11","22",1,"Domestic Shorthair","White",1,"Male","baby","Transfer"
"Nameless","Cat","730",0,8,0,"1",19,"5","2014","morning","11","22",1,"Domestic Shorthair","Black",3,"Unknown","adult","Transfer"
"Nameless","Dog","60",0,12,12,"6",17,"5","2014","midday","14","36",1,"German Shepherd","Tricolor",0,"Male","baby","Adoption"
