"AnimalType","AgeinDays","HasName","NameLength","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","IsSlash","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Dog","300",1,"4",16,58,"1",25,"1","2016","lateday","9","8","no","no","Shih Tzu","Tan","no","Male","baby","Adoption"
"Dog","90",1,"4",17,15,"2",3,"6","2014","lateday","9","10","yes","no","Vizsla","Red","no","Female","baby","Adoption"
"Dog","2190",1,"6",14,30,"4",23,"7","2015","midday","13","9","yes","no","Boxer","Brown","no","Female","adult","Adoption"
"Dog","1825",1,"4",19,9,"2",10,"6","2014","lateday","9","23","yes","no","Chihuahua Shorthair","Sable","no","Male","adult","Return_to_owner"
"Dog","1460",1,"5",17,18,"4",11,"6","2015","lateday","11","10","no","no","Rottweiler","Black","no","Male","adult","Adoption"
"Dog","730",1,"6",17,29,"1",6,"4","2015","lateday","13","22","yes","no","Manchester Terrier","Brown","no","Male","nearly_baby","Adoption"
"Dog","2920",1,"8",16,8,"7",10,"5","2015","lateday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","adult","Transfer"
"Dog","365",1,"4",18,6,"5",11,"12","2015","lateday","19","12","yes","no","Pit Bull","Brown","no","Male","baby","Return_to_owner"
"Dog","1095",1,"6",15,2,"2",29,"12","2015","midday","11","23","yes","no","Australian Shepherd","Brown","no","Female","adult","Return_to_owner"
"Dog","1825",1,"6",17,50,"3",12,"3","2014","lateday","11","23","no","yes","Chihuahua Shorthair","Brown","no","Male","adult","Transfer"
"Dog","1095",0,"8",13,35,"1",4,"5","2015","midday","11","22","yes","no","Labrador Retriever","Black","yes","Female","adult","Euthanasia"
"Dog","2190",1,"5",11,18,"4",16,"4","2015","night","19","6","no","no","Saluki","Brown","no","Male","adult","Transfer"
"Dog","3650",1,"9",16,0,"7",1,"3","2015","lateday","11","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Adoption"
"Dog","120",1,"11",17,51,"7",20,"10","2013","lateday","9","32","no","yes","Redbone Hound","Red","no","Female","baby","Adoption"
"Dog","2190",1,"4",16,35,"2",10,"12","2013","lateday","3","17","yes","no","Cairn Terrier","Tan","no","Male","adult","Adoption"
"Dog","3650",1,"4",16,10,"1",24,"8","2015","lateday","11","26","no","yes","Rat Terrier","White","yes","Female","adult","Return_to_owner"
"Dog","730",0,"8",12,36,"1",19,"5","2014","midday","9","27","no","yes","Labrador Retriever","Chocolate","no","Male","nearly_baby","Transfer"
"Dog","1460",1,"5",17,59,"6",29,"11","2014","lateday","9","12","yes","no","Pit Bull","Red","no","Male","adult","Transfer"
"Dog","365",1,"8",18,18,"2",16,"9","2014","lateday","11","11","yes","no","Bulldog","White","no","Female","baby","Transfer"
"Dog","730",1,"4",17,49,"5",13,"2","2015","lateday","11","18","yes","no","Cocker Spaniel","Black","no","Female","nearly_baby","Return_to_owner"
"Dog","60",1,"4",17,52,"2",2,"12","2014","lateday","9","26","no","yes","Beagle","Black","no","Male","baby","Adoption"
"Dog","30",1,"5",17,56,"6",6,"2","2016","lateday","5","20","yes","no","Miniature Poodle","Cream","no","Male","baby","Adoption"
"Dog","3650",1,"10",16,31,"2",2,"2","2016","lateday","8","24","yes","no","Cardigan Welsh Corgi","Tricolor","no","Female","adult","Return_to_owner"
"Dog","2190",1,"4",13,4,"2",23,"12","2014","midday","8","20","yes","no","English Shepherd","Tricolor","no","Female","adult","Adoption"
"Dog","2920",1,"8",16,36,"3",24,"9","2014","lateday","14","25","yes","no","Australian Cattle Dog","Red","yes","Female","adult","Euthanasia"
"Dog","90",1,"6",17,39,"3",16,"10","2013","lateday","4","12","yes","no","Pit Bull","Fawn","no","Female","baby","Adoption"
"Dog","730",1,"5",16,58,"1",19,"1","2015","lateday","11","12","yes","no","Pit Bull","Black","no","Female","nearly_baby","Adoption"
"Dog","5475",1,"5",11,57,"3",12,"11","2014","night","10","25","yes","no","Australian Cattle Dog","Blue","no","Female","adult","Return_to_owner"
"Dog","60",1,"3",18,42,"1",23,"12","2013","lateday","19","19","yes","no","German Shepherd","Black","no","Male","baby","Adoption"
"Dog","60",0,"8",15,58,"2",3,"6","2014","midday","5","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","2555",1,"4",18,20,"4",29,"1","2015","lateday","11","5","no","no","Boxer","Brown","no","Female","adult","Return_to_owner"
"Dog","730",1,"5",13,49,"2",27,"5","2014","midday","9","12","yes","no","Pit Bull","Tan","no","Female","nearly_baby","Transfer"
"Dog","1095",1,"7",13,32,"3",3,"9","2014","midday","8","12","yes","no","Pit Bull","Blue","no","Male","adult","Return_to_owner"
"Dog","150",1,"5",18,58,"3",25,"3","2015","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Return_to_owner"
"Dog","730",1,"4",18,48,"2",22,"9","2015","lateday","11","30","no","yes","Siberian Husky","Black","no","Male","nearly_baby","Return_to_owner"
"Dog","240",1,"6",18,10,"5",11,"9","2015","lateday","5","12","yes","no","Pit Bull","White","no","Male","baby","Adoption"
"Dog","1460",0,"8",16,50,"5",8,"1","2016","lateday","4","23","yes","no","Chihuahua Shorthair","Gold","no","Male","adult","Transfer"
"Dog","730",1,"4",11,53,"2",26,"5","2015","night","11","29","no","yes","Pointer","White","no","Male","nearly_baby","Transfer"
"Dog","1825",0,"8",16,56,"2",13,"10","2015","lateday","8","10","yes","no","Beagle","Tricolor","no","Female","adult","Return_to_owner"
"Dog","1095",1,"6",16,39,"5",12,"12","2014","lateday","11","12","yes","no","Pit Bull","Black","no","Male","adult","Return_to_owner"
"Dog","60",1,"4",17,58,"5",12,"2","2016","lateday","9","11","no","no","Bullmastiff","Tan","yes","Female","baby","Return_to_owner"
"Dog","60",0,"8",18,31,"3",24,"9","2014","lateday","11","19","yes","no","German Shepherd","Brown","no","Female","baby","Adoption"
"Dog","3650",1,"7",16,17,"3",28,"5","2014","lateday","9","7","yes","no","Pug","Sable","no","Male","adult","Return_to_owner"
"Dog","210",1,"8",18,35,"2",14,"4","2015","lateday","15","22","yes","no","Labrador Retriever","Chocolate","no","Male","baby","Transfer"
"Dog","730",1,"5",18,23,"6",9,"1","2016","lateday","5","23","yes","no","Chihuahua Shorthair","Brown","no","Male","nearly_baby","Adoption"
"Dog","240",0,"8",12,27,"7",15,"11","2015","midday","9","16","yes","no","Carolina Dog","Tan","yes","Male","baby","Transfer"
"Dog","1095",1,"5",14,41,"5",28,"2","2014","midday","11","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Adoption"
"Dog","730",1,"5",13,28,"2",26,"5","2015","midday","11","25","yes","no","Australian Cattle Dog","White","no","Female","nearly_baby","Adoption"
"Dog","365",1,"4",14,38,"4",17,"10","2013","midday","10","12","yes","no","Pit Bull","Blue","no","Male","baby","Return_to_owner"
"Dog","90",1,"7",13,51,"5",27,"11","2015","midday","19","27","yes","no","St. Bernard Smooth Coat","White","yes","Female","baby","Transfer"
"Dog","1825",1,"6",17,27,"1",24,"11","2014","lateday","6","22","yes","no","Labrador Retriever","Yellow","no","Female","adult","Return_to_owner"
"Dog","365",0,"8",17,51,"3",30,"7","2014","lateday","11","18","yes","no","Great Pyrenees","White","no","Male","baby","Adoption"
"Dog","1095",1,"5",17,24,"6",1,"3","2014","lateday","8","40","no","yes","Yorkshire Terrier","Blue","no","Male","adult","Adoption"
"Dog","2920",1,"5",14,14,"4",4,"6","2015","midday","11","10","yes","no","Beagle","White","no","Male","adult","Return_to_owner"
"Dog","150",1,"4",0,0,"7",1,"11","2015","night","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Male","baby","Transfer"
"Dog","1095",1,"3",16,17,"5",6,"6","2014","lateday","4","12","yes","no","Pit Bull","Blue","no","Female","adult","Return_to_owner"
"Dog","120",1,"8",15,29,"2",8,"4","2014","midday","4","19","no","no","Chihuahua Shorthair","Buff","yes","Female","baby","Transfer"
"Dog","730",1,"5",13,2,"5",13,"2","2015","midday","5","19","yes","no","German Shepherd","Black","yes","Male","nearly_baby","Return_to_owner"
"Dog","365",1,"5",13,29,"5",14,"3","2014","midday","3","29","yes","no","American Pit Bull Terrier","Red","yes","Female","baby","Transfer"
"Dog","1095",1,"4",17,44,"4",2,"7","2015","lateday","5","12","yes","no","Pit Bull","Brown","yes","Female","adult","Transfer"
"Dog","1095",1,"3",13,56,"4",16,"1","2014","midday","9","32","no","yes","Chihuahua Longhair","Tan","no","Female","adult","Return_to_owner"
"Dog","330",1,"4",18,4,"2",3,"2","2015","lateday","11","22","yes","no","Labrador Retriever","White","no","Female","baby","Return_to_owner"
"Dog","365",1,"6",17,56,"5",5,"12","2014","lateday","8","12","no","yes","Beagle","Tricolor","no","Male","baby","Adoption"
"Dog","1825",1,"7",12,27,"3",12,"2","2014","midday","10","39","no","yes","Miniature Schnauzer","Gray","no","Male","adult","Adoption"
"Dog","2920",1,"8",9,25,"2",21,"1","2014","morning","11","8","no","no","Shih Tzu","White","yes","Male","adult","Transfer"
"Dog","3285",1,"8",14,20,"6",7,"11","2015","midday","8","35","no","yes","Dachshund Wirehair","Blue","no","Female","adult","Adoption"
"Dog","60",1,"5",14,20,"3",27,"5","2015","midday","3","23","yes","no","Chihuahua Shorthair","Red","no","Male","baby","Transfer"
"Dog","2555",1,"8",17,11,"4",10,"10","2013","lateday","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Female","adult","Adoption"
"Dog","60",0,"8",16,37,"6",8,"3","2014","lateday","5","30","no","yes","Chihuahua Shorthair","Brown","no","Female","baby","Transfer"
"Dog","1095",0,"8",14,34,"1",15,"6","2015","midday","10","25","yes","no","Australian Cattle Dog","Blue","no","Male","adult","Adoption"
"Dog","730",1,"5",16,15,"7",31,"1","2016","lateday","8","6","no","no","Beagle","Tricolor","yes","Female","nearly_baby","Return_to_owner"
"Dog","3285",0,"8",12,24,"7",24,"5","2015","midday","6","22","yes","no","Labrador Retriever","Yellow","no","Male","adult","Transfer"
"Dog","1825",1,"7",15,14,"7",7,"9","2014","midday","11","24","no","yes","Pit Bull","Sable","no","Female","adult","Adoption"
"Dog","1095",1,"7",15,0,"3",25,"11","2015","midday","10","18","yes","no","Great Pyrenees","White","no","Male","adult","Return_to_owner"
"Dog","120",1,"6",17,16,"4",19,"12","2013","lateday","9","22","yes","no","Chihuahua Longhair","Tan","no","Male","baby","Adoption"
"Dog","365",0,"8",17,9,"3",11,"12","2013","lateday","3","29","no","yes","Dachshund","Red","no","Male","baby","Adoption"
"Dog","1095",1,"6",17,38,"2",15,"7","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","adult","Return_to_owner"
"Dog","240",1,"6",13,51,"7",26,"4","2015","midday","5","40","no","yes","Jack Russell Terrier","Brown","no","Male","baby","Adoption"
"Dog","2190",1,"8",14,57,"2",24,"3","2015","midday","11","19","yes","no","German Shepherd","Brown","no","Male","adult","Return_to_owner"
"Dog","2920",1,"5",12,2,"4",10,"9","2015","midday","11","27","no","yes","Australian Cattle Dog","Brown","no","Male","adult","Return_to_owner"
"Dog","150",0,"8",11,19,"7",13,"7","2014","night","5","18","yes","no","Great Pyrenees","White","yes","Female","baby","Transfer"
"Dog","730",1,"5",19,25,"2",21,"4","2015","lateday","5","32","no","yes","Labrador Retriever","Black","no","Female","nearly_baby","Adoption"
"Dog","60",1,"5",18,40,"3",2,"10","2013","lateday","9","19","yes","no","German Shepherd","Tan","no","Male","baby","Adoption"
"Dog","30",0,"8",12,36,"7",3,"5","2015","midday","19","23","yes","no","Chihuahua Shorthair","Black","yes","Male","baby","Transfer"
"Dog","2190",1,"4",16,18,"7",31,"8","2014","lateday","11","12","yes","no","Pit Bull","Brown","no","Male","adult","Return_to_owner"
"Dog","150",1,"5",15,52,"7",28,"6","2015","midday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","365",0,"8",17,5,"1",15,"2","2016","lateday","5","16","yes","no","Bichon Frise","White","no","Male","baby","Adoption"
"Dog","30",1,"5",19,1,"3",24,"9","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","180",1,"4",13,49,"4",9,"7","2015","midday","9","32","no","yes","Collie Smooth","Red","no","Male","baby","Adoption"
"Dog","150",1,"4",16,32,"7",6,"9","2015","lateday","9","9","no","no","Shiba Inu","Black","yes","Male","baby","Return_to_owner"
"Dog","730",1,"3",12,42,"1",13,"7","2015","midday","11","24","no","yes","American Bulldog","Black","yes","Male","nearly_baby","Return_to_owner"
"Dog","1825",1,"5",18,54,"2",3,"6","2014","lateday","11","12","yes","no","Pit Bull","White","no","Female","adult","Euthanasia"
"Dog","150",1,"5",12,46,"5",22,"8","2014","midday","11","12","yes","no","Pit Bull","Brown","no","Male","baby","Adoption"
"Dog","730",1,"6",11,2,"5",26,"6","2015","night","5","15","no","no","German Shepherd","Sable","no","Male","nearly_baby","Return_to_owner"
"Dog","1460",1,"6",18,52,"5",20,"2","2015","lateday","11","31","no","yes","Yorkshire Terrier","Brown","no","Female","adult","Adoption"
"Dog","240",1,"4",17,48,"3",22,"10","2014","lateday","5","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","730",1,"6",17,51,"6",19,"12","2015","lateday","11","27","no","yes","Pharaoh Hound","Black","no","Female","nearly_baby","Adoption"
"Dog","365",1,"4",11,47,"4",7,"11","2013","night","11","10","yes","no","Beagle","White","no","Female","baby","Transfer"
"Dog","270",1,"4",14,43,"2",24,"12","2013","midday","11","32","no","yes","Labrador Retriever","Black","yes","Female","baby","Adoption"
"Dog","365",1,"4",16,10,"2",26,"5","2015","lateday","10","12","yes","no","Pit Bull","Blue","no","Male","baby","Adoption"
"Dog","210",1,"6",17,7,"1",16,"11","2015","lateday","9","9","yes","no","Boxer","Red","no","Male","baby","Return_to_owner"
"Dog","730",1,"5",11,20,"3",21,"10","2015","night","4","22","yes","no","Standard Schnauzer","Gray","no","Female","nearly_baby","Return_to_owner"
"Dog","1095",1,"4",11,49,"2",26,"1","2016","night","15","12","yes","no","Pit Bull","Chocolate","yes","Male","adult","Return_to_owner"
"Dog","730",1,"5",18,52,"6",15,"2","2014","lateday","11","14","yes","no","Pomeranian","Cream","no","Male","nearly_baby","Return_to_owner"
"Dog","4745",1,"7",11,31,"6",25,"7","2015","night","11","23","yes","no","Chihuahua Shorthair","Black","no","Male","adult","Adoption"
"Dog","1825",1,"4",17,7,"2",18,"8","2015","lateday","8","30","no","yes","Anatol Shepherd","Tricolor","no","Female","adult","Return_to_owner"
"Dog","60",1,"3",13,22,"7",7,"6","2015","midday","7","18","no","yes","Chow Chow","Red","no","Male","baby","Adoption"
"Dog","365",1,"6",14,43,"7",9,"3","2014","midday","9","10","yes","no","Vizsla","Red","no","Female","baby","Adoption"
"Dog","365",1,"4",18,22,"4",27,"8","2015","lateday","9","23","yes","no","Chihuahua Shorthair","Black","no","Male","baby","Transfer"
"Dog","730",1,"4",14,50,"1",26,"1","2015","midday","10","23","yes","no","Miniature Schnauzer","Black","no","Male","nearly_baby","Return_to_owner"
"Dog","150",1,"5",19,24,"3",20,"1","2016","lateday","5","15","yes","no","Plott Hound","Black","no","Male","baby","Adoption"
"Dog","2555",1,"5",14,39,"5",24,"4","2015","midday","13","20","no","yes","Plott Hound","Brown","no","Male","adult","Return_to_owner"
"Dog","1825",1,"8",16,49,"4",16,"1","2014","lateday","9","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Return_to_owner"
"Dog","365",1,"5",14,20,"7",12,"1","2014","midday","8","24","no","yes","Beagle","Tricolor","no","Male","baby","Adoption"
"Dog","365",1,"6",12,44,"1",16,"2","2015","midday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Male","baby","Transfer"
"Dog","60",0,"8",17,17,"7",17,"11","2013","lateday","10","12","yes","no","Pit Bull","Fawn","yes","Female","baby","Transfer"
"Dog","3285",1,"3",16,21,"7",20,"4","2014","lateday","9","10","yes","no","Beagle","White","no","Female","adult","Return_to_owner"
"Dog","365",1,"12",17,29,"3",26,"2","2014","lateday","6","17","yes","no","Bruss Griffon","Yellow","no","Female","baby","Adoption"
"Dog","365",1,"4",8,25,"4",26,"12","2013","morning","11","12","yes","no","Pit Bull","Black","no","Female","baby","Adoption"
"Dog","365",1,"7",12,9,"5",23,"1","2015","midday","10","10","no","yes","Pug","Fawn","no","Male","baby","Transfer"
"Dog","300",1,"5",16,51,"4",24,"10","2013","lateday","11","12","yes","no","Pit Bull","Brown","yes","Female","baby","Transfer"
"Dog","3650",1,"3",16,46,"4",21,"5","2015","lateday","11","12","yes","no","Brittany","White","no","Male","adult","Return_to_owner"
"Dog","120",1,"5",17,50,"6",15,"8","2015","lateday","9","22","yes","no","Labrador Retriever","Red","no","Female","baby","Adoption"
"Dog","60",0,"8",12,22,"5",17,"7","2015","midday","11","28","no","yes","Border Collie","Black","no","Female","baby","Adoption"
"Dog","730",1,"6",15,44,"1",11,"5","2015","midday","5","21","no","yes","Pit Bull","Brown","no","Male","nearly_baby","Adoption"
"Dog","365",1,"5",15,10,"1",2,"3","2015","midday","18","21","no","no","Australian Cattle Dog","Blue","no","Female","baby","Transfer"
"Dog","365",1,"6",14,33,"5",25,"10","2013","midday","9","17","yes","no","Cairn Terrier","Tan","no","Female","baby","Transfer"
"Dog","60",1,"5",17,21,"7",6,"10","2013","lateday","14","30","no","yes","Anatol Shepherd","White","no","Male","baby","Adoption"
"Dog","180",1,"4",18,43,"2",3,"11","2015","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","730",1,"7",18,26,"1",6,"7","2015","lateday","5","23","yes","no","Miniature Schnauzer","White","no","Male","nearly_baby","Return_to_owner"
"Dog","2190",1,"5",12,21,"6",30,"11","2013","midday","10","8","no","no","Shih Tzu","White","no","Female","adult","Transfer"
"Dog","365",0,"8",14,2,"6",12,"10","2013","midday","5","20","yes","no","Miniature Poodle","White","yes","Male","baby","Transfer"
"Dog","5475",1,"4",14,0,"6",6,"2","2016","midday","7","22","yes","no","Labrador Retriever","Red","yes","Male","adult","Return_to_owner"
"Dog","270",1,"5",13,22,"7",13,"12","2015","midday","9","21","yes","no","Yorkshire Terrier","Black","yes","Male","baby","Return_to_owner"
"Dog","6",0,"8",15,32,"1",4,"5","2015","midday","10","19","yes","no","English Bulldog","Blue","Unknown","Unknown","baby","Transfer"
"Dog","1825",1,"5",11,7,"2",3,"12","2013","night","8","18","no","no","Labrador Retriever","Buff","no","Male","adult","Transfer"
"Dog","1460",1,"7",16,35,"2",10,"6","2014","lateday","11","23","no","yes","Pug","White","no","Female","adult","Transfer"
"Dog","365",1,"6",14,14,"2",25,"3","2014","midday","11","23","yes","no","Chihuahua Shorthair","Black","no","Male","baby","Adoption"
"Dog","14",0,"8",0,0,"1",15,"2","2016","night","11","22","yes","no","Labrador Retriever","White","yes","Female","baby","Transfer"
"Dog","1825",1,"5",17,59,"1",24,"8","2015","lateday","11","24","yes","no","Jack Russell Terrier","White","no","Female","adult","Return_to_owner"
"Dog","60",1,"5",18,55,"3",14,"5","2014","lateday","5","14","no","no","Great Pyrenees","White","yes","Female","baby","Transfer"
"Dog","2920",1,"5",11,1,"7",25,"10","2015","night","11","12","yes","no","Pit Bull","Brown","no","Male","adult","Return_to_owner"
"Dog","1095",1,"5",11,20,"7",1,"11","2015","night","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","adult","Return_to_owner"
"Dog","300",1,"10",12,50,"3",28,"1","2015","midday","5","12","yes","no","Pit Bull","White","no","Female","baby","Return_to_owner"
"Dog","1095",1,"8",12,13,"7",9,"3","2014","midday","11","23","yes","no","Chihuahua Shorthair","White","no","Female","adult","Return_to_owner"
"Dog","365",1,"6",12,31,"7",11,"10","2015","midday","9","12","yes","no","Pit Bull","Red","yes","Male","baby","Return_to_owner"
"Dog","365",1,"11",14,20,"4",31,"12","2015","midday","9","19","yes","no","German Shepherd","Black","no","Female","baby","Adoption"
"Dog","2190",1,"3",18,20,"2",28,"4","2015","lateday","11","21","yes","no","English Coonhound","Black","no","Male","adult","Adoption"
"Dog","1095",1,"6",17,53,"1",8,"9","2014","lateday","8","23","yes","no","Australian Shepherd","Tricolor","no","Female","adult","Adoption"
"Dog","365",1,"3",13,51,"3",16,"7","2014","midday","8","15","yes","no","Rat Terrier","Tricolor","no","Male","baby","Transfer"
"Dog","2555",1,"12",13,54,"7",9,"2","2014","midday","3","17","yes","no","Cairn Terrier","Tan","no","Male","adult","Adoption"
"Dog","730",1,"6",17,36,"2",24,"3","2015","lateday","10","12","yes","no","Pit Bull","Fawn","no","Male","nearly_baby","Return_to_owner"
"Dog","365",0,"8",11,59,"7",2,"3","2014","night","8","34","no","yes","Yorkshire Terrier","Blue","yes","Male","baby","Transfer"
"Dog","30",0,"8",18,28,"3",30,"7","2014","lateday","11","34","no","yes","Chihuahua Shorthair","Brown","no","Female","baby","Adoption"
"Dog","14",1,"5",8,13,"6",24,"5","2014","morning","5","40","no","yes","Chihuahua Shorthair","White","yes","Male","baby","Transfer"
"Dog","365",1,"6",11,10,"2",24,"12","2013","night","9","22","yes","no","Labrador Retriever","Chocolate","no","Female","baby","Return_to_owner"
"Dog","60",0,"8",17,4,"2",29,"7","2014","lateday","5","31","no","yes","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","90",0,"8",17,7,"2",29,"7","2014","lateday","11","20","yes","no","Miniature Poodle","Black","no","Female","baby","Adoption"
"Dog","730",1,"7",17,25,"2",15,"10","2013","lateday","11","26","yes","no","Parson Russell Terrier","White","no","Male","nearly_baby","Return_to_owner"
"Dog","150",0,"8",14,32,"7",3,"5","2015","midday","17","25","yes","no","Australian Cattle Dog","Brown","no","Male","baby","Adoption"
"Dog","2190",1,"5",17,46,"5",25,"9","2015","lateday","11","14","yes","no","Rottweiler","Black","no","Male","adult","Transfer"
"Dog","730",1,"6",18,6,"7",17,"8","2014","lateday","8","24","yes","no","Cardigan Welsh Corgi","Tricolor","no","Male","nearly_baby","Adoption"
"Dog","60",1,"6",16,58,"2",3,"3","2015","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","60",1,"7",19,26,"4",14,"5","2015","lateday","11","12","yes","no","Pit Bull","Brown","no","Male","baby","Return_to_owner"
"Dog","330",1,"4",18,8,"2",11,"2","2014","lateday","9","15","no","no","German Shepherd","Black","yes","Female","baby","Return_to_owner"
"Dog","1825",1,"6",17,55,"6",12,"12","2015","lateday","10","18","yes","no","Border Terrier","Buff","no","Female","adult","Return_to_owner"
"Dog","5110",1,"4",17,51,"6",14,"2","2015","lateday","10","19","yes","no","Toy Fox Terrier","Buff","no","Female","adult","Return_to_owner"
"Dog","90",1,"5",12,39,"3",26,"3","2014","midday","5","28","no","yes","Chow Chow","Black","yes","Female","baby","Transfer"
"Dog","365",1,"5",18,55,"1",11,"8","2014","lateday","5","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","300",1,"7",15,17,"1",5,"5","2014","midday","9","23","no","yes","German Pinscher","Black","no","Male","baby","Transfer"
"Dog","5110",1,"9",16,32,"3",30,"10","2013","lateday","19","23","yes","no","Chihuahua Shorthair","Brown","no","Female","adult","Transfer"
"Dog","1095",1,"6",13,57,"5",7,"8","2015","midday","9","18","yes","no","Siberian Husky","Red","yes","Female","adult","Return_to_owner"
"Dog","1460",1,"5",17,54,"2",27,"1","2015","lateday","11","19","yes","no","Black Mouth Cur","Brown","no","Female","adult","Return_to_owner"
"Dog","365",1,"9",15,11,"7",27,"9","2015","midday","9","23","yes","no","Chihuahua Shorthair","Brown","no","Female","baby","Adoption"
"Dog","730",1,"8",18,11,"1",27,"4","2015","lateday","9","23","yes","no","Chihuahua Shorthair","Brown","no","Female","nearly_baby","Adoption"
"Dog","730",1,"4",18,43,"4",4,"2","2016","lateday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","730",0,"8",15,4,"2",15,"10","2013","midday","8","33","no","yes","Rat Terrier","Tricolor","yes","Female","nearly_baby","Transfer"
"Dog","730",1,"4",12,34,"6",3,"5","2014","midday","11","23","yes","no","Chihuahua Shorthair","Black","yes","Female","nearly_baby","Return_to_owner"
"Dog","730",1,"4",16,55,"3",30,"4","2014","lateday","11","19","yes","no","German Shepherd","Black","no","Male","nearly_baby","Return_to_owner"
"Dog","1825",1,"6",14,9,"4",26,"6","2014","midday","9","16","no","yes","Bulldog","Tan","no","Male","adult","Euthanasia"
"Dog","3285",1,"5",11,52,"2",23,"6","2015","night","5","22","yes","no","Labrador Retriever","Black","no","Male","adult","Return_to_owner"
"Dog","365",1,"4",18,9,"4",13,"8","2015","lateday","9","11","yes","no","Whippet","White","no","Male","baby","Adoption"
"Dog","365",1,"10",17,1,"2",3,"2","2015","lateday","5","21","yes","no","Yorkshire Terrier","Black","no","Male","baby","Adoption"
"Dog","2190",1,"8",16,49,"2",20,"1","2015","lateday","9","23","yes","no","Chihuahua Shorthair","White","yes","Female","adult","Return_to_owner"
"Dog","365",1,"3",17,13,"5",29,"1","2016","lateday","11","22","yes","no","Manchester Terrier","White","no","Male","baby","Adoption"
"Dog","90",1,"5",18,5,"4",23,"1","2014","lateday","8","22","yes","no","Labrador Retriever","Tricolor","no","Female","baby","Adoption"
"Dog","1460",1,"3",15,7,"1",20,"4","2015","midday","19","30","no","yes","Labrador Retriever","Brown","no","Male","adult","Return_to_owner"
"Dog","270",1,"5",11,12,"6",27,"12","2014","night","18","12","yes","no","Pit Bull","Brown","yes","Male","baby","Transfer"
"Dog","365",1,"5",11,31,"7",23,"11","2014","night","10","27","no","yes","Labrador Retriever","Blue","no","Male","baby","Transfer"
"Dog","2920",1,"2",16,28,"7",6,"12","2015","lateday","11","12","yes","no","Pit Bull","Black","no","Male","adult","Adoption"
"Dog","730",1,"4",18,0,"1",27,"4","2015","lateday","5","19","no","no","Chihuahua Shorthair","Brown","yes","Female","nearly_baby","Transfer"
"Dog","1095",1,"5",13,15,"1",23,"3","2015","midday","9","22","yes","no","Labrador Retriever","Tan","no","Female","adult","Euthanasia"
"Dog","3285",1,"12",18,5,"1",23,"3","2015","lateday","11","14","yes","no","Rottweiler","Black","yes","Female","adult","Return_to_owner"
"Dog","1825",0,"8",17,53,"4",2,"1","2014","lateday","9","23","yes","no","Chihuahua Shorthair","Tan","yes","Female","adult","Euthanasia"
"Dog","365",1,"5",11,13,"1",29,"6","2015","night","10","12","yes","no","Pit Bull","Blue","no","Female","baby","Return_to_owner"
"Dog","3285",1,"5",12,21,"7",8,"2","2015","midday","5","12","no","no","Bichon Frise","White","no","Male","adult","Return_to_owner"
"Dog","730",1,"4",12,16,"6",7,"2","2015","midday","5","18","yes","no","Port Water Dog","Brown","no","Female","nearly_baby","Adoption"
"Dog","365",1,"5",17,0,"6",30,"5","2015","lateday","11","17","yes","no","Border Collie","Black","yes","Female","baby","Return_to_owner"
"Dog","180",1,"6",16,26,"4",8,"10","2015","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","baby","Transfer"
"Dog","1095",1,"9",16,17,"2",14,"4","2015","lateday","11","25","yes","no","Australian Cattle Dog","White","no","Female","adult","Return_to_owner"
"Dog","365",1,"5",0,0,"1",9,"11","2015","night","3","9","yes","no","Boxer","Tan","no","Female","baby","Transfer"
"Dog","1825",1,"4",15,25,"7",14,"9","2014","midday","11","12","yes","no","Pit Bull","Black","no","Female","adult","Return_to_owner"
"Dog","730",1,"5",12,6,"1",10,"8","2015","midday","11","16","no","yes","Dachshund","Black","no","Male","nearly_baby","Return_to_owner"
"Dog","730",1,"5",12,58,"6",12,"10","2013","midday","19","25","no","yes","American Bulldog","Brown","no","Male","nearly_baby","Adoption"
