"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","Mix","Domestic","Hair","ParticularBreed","ParticularBreedLogical","LifePhase"
"A672340","","Transfer","Cat","Intact Male","Domestic Medium Hair Mix","Black",TRUE,"730","FALSE","2014","02","10","14","31","2","FALSE","Intact","Male","afternoon","TRUE","TRUE","mediumhair","None","FALSE","prime"
"A663610","Jr","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"60","TRUE","2013","10","05","18","58","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A687936","Isis","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Calico",TRUE,"365","TRUE","2014","09","19","14","23","6","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A672837","Xena","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Black/White",TRUE,"3650","TRUE","2014","02","20","14","52","5","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A703724","Alfie","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"90","TRUE","2015","08","08","10","54","7","TRUE","Neutered","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A694765","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"21","FALSE","2015","01","05","07","33","2","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A718241","Tomato","Return_to_owner","Cat","Spayed Female","Domestic Longhair Mix","Black",TRUE,"3650","TRUE","2015","12","28","16","45","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","longhair","None","FALSE","mature"
"A689221","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Tortie",TRUE,"120","FALSE","2014","10","02","09","00","5","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A657037","Gordon","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black Smoke/White",TRUE,"240","TRUE","2014","01","14","16","11","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A693678","Kc","Return_to_owner","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"7300","TRUE","2014","12","13","16","38","7","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","geriatric"
"A703577","Orlando","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"365","TRUE","2015","06","03","18","46","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A689671","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"14","FALSE","2014","10","08","10","50","4","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A706522","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Cream Tabby",TRUE,"7","FALSE","2015","06","30","12","21","3","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A701890","Pooh Bear","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"365","TRUE","2015","05","10","19","00","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A715077","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black",TRUE,"14","FALSE","2015","10","31","13","08","7","TRUE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A711605","Baxter","Adoption","Cat","Neutered Male","Manx Mix","Blue/White",TRUE,"60","TRUE","2015","09","15","16","50","3","FALSE","Neutered","Male","afternoon","TRUE","FALSE","None","manx","TRUE","kitten"
"A690425","Groucho","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","TRUE","2014","10","31","14","25","6","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A680783","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"1","FALSE","2014","06","07","18","37","7","TRUE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A543377","Tasha","Euthanasia","Cat","Spayed Female","Domestic Shorthair","Calico",TRUE,"2190","TRUE","2015","10","23","10","38","6","FALSE","Spayed","Female","morning","FALSE","TRUE","shorthair","None","FALSE","prime"
"A703744","","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"60","FALSE","2015","06","01","18","58","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678080","Snickers","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"60","TRUE","2014","06","29","17","52","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A698351","Amy","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"1460","TRUE","2015","10","21","12","02","4","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A710525","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Cream Tabby",TRUE,"14","FALSE","2015","08","24","14","43","2","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684705","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Cream Tabby",TRUE,"4","FALSE","2014","07","29","14","34","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A700920","Oscar","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"365","TRUE","2015","07","25","18","20","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A675526","Cooper","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"1095","TRUE","2014","09","13","12","34","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A701166","Gizmo","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","White/Orange Tabby",TRUE,"240","TRUE","2015","04","30","14","41","5","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A705041","Willow","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"60","TRUE","2015","07","18","16","31","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A662881","Tangerine","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Orange Tabby",TRUE,"60","TRUE","2013","10","04","11","11","6","FALSE","Spayed","Female","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A669488","Buffy","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"150","TRUE","2013","12","24","12","51","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684843","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Blue/White",TRUE,"60","FALSE","2014","08","06","12","35","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A692059","","Euthanasia","Cat","Intact Male","Domestic Shorthair Mix","Black",TRUE,"30","FALSE","2014","11","13","18","37","5","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A666133","","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Chocolate Point",TRUE,"60","FALSE","2013","12","09","18","32","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A698123","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"365","FALSE","2015","03","17","17","56","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A714128","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"365","FALSE","2015","10","19","09","00","2","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A680730","Biscuit","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Calico",TRUE,"90","TRUE","2014","08","01","10","10","6","FALSE","Spayed","Female","morning","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A683062","","Adoption","Cat","Neutered Male","Siamese Mix","Lilac Point",TRUE,"60","FALSE","2014","07","12","19","31","7","TRUE","Neutered","Male","afternoon","TRUE","FALSE","None","siamese","TRUE","kitten"
"A682558","","Transfer","Cat","Intact Female","Snowshoe Mix","Blue Point",TRUE,"30","FALSE","2014","06","30","10","46","2","FALSE","Intact","Female","morning","TRUE","FALSE","None","snowshoe","TRUE","kitten"
"A692246","Alexis","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"120","TRUE","2014","12","04","12","25","5","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A667354","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"60","FALSE","2013","11","25","18","24","2","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A676933","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black",TRUE,"21","FALSE","2014","04","17","14","30","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A703600","Tanner","Adoption","Cat","Neutered Male","Domestic Medium Hair Mix","Brown Tabby",TRUE,"30","TRUE","2015","06","26","19","29","6","FALSE","Neutered","Male","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A682081","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"14","FALSE","2014","06","24","14","13","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A681544","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"28","FALSE","2014","06","18","12","49","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A718794","Oreo","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"4380","TRUE","2016","01","17","15","15","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","senior"
"A716687","Amedeus","Adoption","Cat","Spayed Female","Snowshoe Mix","Seal Point/White",TRUE,"60","TRUE","2016","01","30","18","11","7","TRUE","Spayed","Female","afternoon","TRUE","FALSE","None","snowshoe","TRUE","kitten"
"A676794","","Euthanasia","Cat","Intact Female","Domestic Shorthair Mix","Tortie",TRUE,"7","FALSE","2014","04","19","13","15","7","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A685889","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black",TRUE,"365","FALSE","2014","08","16","09","00","7","TRUE","Unknown","Unknown","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A680473","Libby","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"60","TRUE","2014","07","12","12","24","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686952","Abigail","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"30","TRUE","2014","09","26","15","02","6","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690839","Fig","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"30","TRUE","2014","12","06","18","28","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A709350","","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"730","FALSE","2015","08","08","09","00","7","TRUE","Neutered","Male","morning","TRUE","TRUE","shorthair","None","FALSE","prime"
"A678568","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black/White",TRUE,"365","FALSE","2014","05","15","19","39","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A665549","Bella","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"730","TRUE","2013","11","02","12","47","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A704064","Chai","Return_to_owner","Cat","Spayed Female","Domestic Shorthair Mix","Torbie/Calico",TRUE,"2555","TRUE","2015","06","04","13","29","5","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A720302","Dahlia","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"365","TRUE","2016","02","15","14","45","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A692588","","Transfer","Cat","Intact Female","Domestic Medium Hair Mix","Tortie/White",TRUE,"365","FALSE","2014","11","24","09","00","2","FALSE","Intact","Female","morning","TRUE","TRUE","mediumhair","None","FALSE","junior"
"A667718","Nina","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"180","TRUE","2013","12","22","16","05","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A708742","Thor","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"30","TRUE","2015","09","06","17","04","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A712554","","Died","Cat","Intact Male","Siamese Mix","Flame Point",TRUE,"90","FALSE","2015","09","26","11","42","7","TRUE","Intact","Male","morning","TRUE","FALSE","None","siamese","TRUE","kitten"
"A719386","Peaches","Transfer","Cat","Intact Female","Domestic Medium Hair Mix","Calico",TRUE,"1095","TRUE","2016","01","26","13","14","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","prime"
"A695472","","Transfer","Cat","Intact Male","Domestic Shorthair","Brown/White",TRUE,"1460","FALSE","2015","01","17","09","00","7","TRUE","Intact","Male","morning","FALSE","TRUE","shorthair","None","FALSE","prime"
"A677862","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Blue",TRUE,"365","FALSE","2014","05","01","16","28","5","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A681382","Inky","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"60","TRUE","2014","07","06","18","36","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A665608","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"21","FALSE","2013","10","20","14","59","1","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A697599","Jasper","Transfer","Cat","Intact Female","Domestic Longhair Mix","Torbie",TRUE,"60","TRUE","2015","02","28","00","00","7","TRUE","Intact","Female","night","TRUE","TRUE","longhair","None","FALSE","kitten"
"A697081","","Euthanasia","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"730","FALSE","2015","02","17","13","32","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A659502","Stripes","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"180","TRUE","2013","12","12","14","32","5","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A709162","","Transfer","Cat","Intact Male","Siamese","Lilac Point",TRUE,"21","FALSE","2015","08","11","00","00","3","FALSE","Intact","Male","night","FALSE","FALSE","None","siamese","TRUE","kitten"
"A703410","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"14","FALSE","2015","05","25","12","50","2","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690032","Pinky","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Orange Tabby",TRUE,"60","TRUE","2014","10","17","17","43","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686810","Joey","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"30","TRUE","2014","10","04","12","33","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686647","Tobby","Return_to_owner","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"730","TRUE","2014","08","24","18","29","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A689463","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"365","FALSE","2014","10","05","09","00","1","TRUE","Unknown","Unknown","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A693192","","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"60","FALSE","2014","12","16","16","19","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A703168","Frankie","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"60","TRUE","2015","06","18","15","50","5","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A668276","Gracie","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"150","TRUE","2013","12","14","17","05","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A702565","Bandit","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"2190","TRUE","2015","05","17","19","03","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A698061","","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Brown Tabby",TRUE,"60","FALSE","2015","03","09","17","10","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A672648","Lisa","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"150","TRUE","2014","02","16","19","13","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A665676","","Died","Cat","Intact Female","Domestic Shorthair Mix","Black Smoke",TRUE,"4","FALSE","2013","10","22","12","04","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A679528","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","White/Brown Tabby",TRUE,"730","FALSE","2014","05","23","19","11","6","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A707806","","Adoption","Cat","Neutered Male","Siamese Mix","Flame Point",TRUE,"60","FALSE","2015","07","22","17","12","4","FALSE","Neutered","Male","afternoon","TRUE","FALSE","None","siamese","TRUE","kitten"
"A701303","Pickle","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"30","TRUE","2015","05","27","18","07","4","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A664186","Dolly","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"60","TRUE","2013","11","09","16","24","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A698259","Valentino","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"730","TRUE","2015","03","23","13","37","2","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A279045","Pyewackett","Return_to_owner","Cat","Spayed Female","Domestic Shorthair Mix","White/Gray Tabby",TRUE,"5110","TRUE","2015","02","13","11","15","6","FALSE","Spayed","Female","morning","TRUE","TRUE","shorthair","None","FALSE","senior"
"A693497","Chuy","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"120","TRUE","2014","12","13","13","26","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690424","Zeppo","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","TRUE","2014","10","31","14","25","6","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A662256","Night","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"120","TRUE","2013","12","22","18","14","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A716138","Little Miss","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"90","TRUE","2016","01","17","13","27","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A711662","Carl","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"120","TRUE","2015","12","12","17","50","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A717484","","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"90","FALSE","2015","12","12","19","23","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A661842","Hammy","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"120","TRUE","2013","12","10","15","03","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A701905","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"14","FALSE","2015","05","06","13","08","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A713228","Poppy","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"120","TRUE","2016","01","15","11","50","6","FALSE","Neutered","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678366","Collins","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"1095","TRUE","2014","08","12","13","38","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A685037","Savvy","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"2555","TRUE","2014","08","24","14","14","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A703638","Henry","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange/White",TRUE,"60","TRUE","2015","06","23","07","29","3","FALSE","Neutered","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A658056","Giuseppe","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Cream Tabby/White",TRUE,"365","TRUE","2015","03","21","14","20","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A707333","","Transfer","Cat","Intact Female","Domestic Medium Hair Mix","Torbie",TRUE,"730","FALSE","2015","07","12","09","00","1","TRUE","Intact","Female","morning","TRUE","TRUE","mediumhair","None","FALSE","prime"
"A517502","Punkin","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"3650","TRUE","2015","10","28","17","15","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A689162","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black",TRUE,"21","FALSE","2014","09","30","15","35","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A665229","Maya","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Tortie",TRUE,"150","TRUE","2013","10","18","18","55","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A677051","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","FALSE","2014","04","22","17","07","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A677538","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Calico",TRUE,"14","FALSE","2014","04","26","12","02","7","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A681412","Yoda","Adoption","Cat","Neutered Male","Domestic Longhair","Brown Tabby",TRUE,"90","TRUE","2014","06","20","18","22","6","FALSE","Neutered","Male","afternoon","FALSE","TRUE","longhair","None","FALSE","kitten"
"A707390","Vanessa","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"60","TRUE","2015","08","08","12","41","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A675969","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"730","FALSE","2014","04","06","15","57","1","TRUE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A708636","Flip","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Blue",TRUE,"60","TRUE","2015","08","15","18","43","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A700341","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Brown Tabby",TRUE,"1","FALSE","2015","04","12","13","41","1","TRUE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A661605","Manchita","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"60","TRUE","2013","10","05","14","52","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A610585","Sylvester","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"1460","TRUE","2016","01","08","00","00","6","FALSE","Neutered","Male","night","TRUE","TRUE","shorthair","None","FALSE","prime"
"A688440","Tee","Adoption","Cat","Spayed Female","Domestic Longhair Mix","Calico",TRUE,"2555","TRUE","2014","09","22","19","10","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","longhair","None","FALSE","mature"
"A689075","","Euthanasia","Cat","Spayed Female","Siamese Mix","Tortie Point",TRUE,"730","FALSE","2014","09","29","10","44","2","FALSE","Spayed","Female","morning","TRUE","FALSE","None","siamese","TRUE","prime"
"A715820","Pru","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Torbie",TRUE,"90","TRUE","2015","11","17","00","00","3","FALSE","Spayed","Female","night","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A683188","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","White/Black",TRUE,"28","FALSE","2014","07","17","18","09","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A720296","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"2190","FALSE","2016","02","12","18","51","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A665401","Bam Bam","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"60","TRUE","2013","11","09","18","50","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A712103","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange/White",TRUE,"7","FALSE","2015","09","17","12","21","5","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A703836","Nikita","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Torbie/White",TRUE,"60","TRUE","2015","06","21","17","43","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
