"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"A714772","Dandy","Return_to_owner","Dog","Neutered Male","MiniaturePoodleMix","White",TRUE,"1095","TRUE","2015","11","08","17","57","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A683496","Sheri","Adoption","Dog","Spayed Female","AmericanPitBullTerrier/Boxer","Fawn/White",TRUE,"730","TRUE","2014","08","17","12","24","1","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A672313","Biggie","Return_to_owner","Dog","Neutered Male","LabradorRetrieverMix","Black",TRUE,"730","TRUE","2014","02","18","14","46","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A717071","Noel","Adoption","Dog","Spayed Female","GoldenRetrieverMix","Buff/White",TRUE,"60","TRUE","2015","12","06","17","11","1","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A692276","Jack","Adoption","Dog","Intact Male","MiniaturePoodle/GoldenRetriever","White",TRUE,"365","TRUE","2014","11","28","15","47","6","FALSE","Intact","Male","afternoon","Hybrid","adolescent"
"A702401","Blue","Return_to_owner","Dog","Intact Female","AustralianCattleDogMix","Blue Merle",TRUE,"730","TRUE","2015","05","19","12","35","3","FALSE","Intact","Female","afternoon","Mix","adult"
"A670273","Annie","Transfer","Dog","Spayed Female","LabradorRetriever/ChesaBayRetr","Brown/White",TRUE,"730","TRUE","2014","03","21","11","49","6","FALSE","Spayed","Female","morning","Hybrid","adult"
"A710447","Brodie","Transfer","Dog","Neutered Male","YorkshireTerrierMix","Tan/Silver",TRUE,"730","TRUE","2015","09","09","19","20","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A681513","Chicho","Return_to_owner","Dog","Intact Male","RatTerrierMix","Tricolor",TRUE,"2555","TRUE","2014","06","17","17","08","3","FALSE","Intact","Male","afternoon","Mix","adult"
"A693282","Sampson","Return_to_owner","Dog","Neutered Male","StaffordshireMix","Chocolate",TRUE,"730","TRUE","2015","11","05","11","37","5","FALSE","Neutered","Male","morning","Mix","adult"
"A685150","Chuy","Return_to_owner","Dog","Intact Male","ChihuahuaLonghairMix","Buff",TRUE,"4380","TRUE","2014","08","07","11","13","5","FALSE","Intact","Male","morning","Mix","senior"
"A687956","","Adoption","Dog","Spayed Female","RottweilerMix","Black/Tan",TRUE,"1095","FALSE","2014","09","18","17","09","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A690308","Swade","Adoption","Dog","Neutered Male","PugMix","Fawn/Black",TRUE,"1460","TRUE","2014","10","22","12","01","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A679228","Buttercup","Adoption","Dog","Spayed Female","Brittany/LabradorRetriever","Red",TRUE,"1095","TRUE","2014","05","24","14","35","7","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A711199","Poochie","Died","Dog","Intact Female","PitBullMix","Black Brindle/White",TRUE,"60","TRUE","2015","09","03","15","26","5","FALSE","Intact","Female","afternoon","Mix","gestation"
"A684354","Sam","Return_to_owner","Dog","Neutered Male","PitBullMix","Brown Brindle/White",TRUE,"300","TRUE","2014","07","26","17","56","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A687409","Stacy","Return_to_owner","Dog","Spayed Female","GoldenRetrieverMix","Gold",TRUE,"60","TRUE","2014","09","05","17","08","6","FALSE","Spayed","Female","afternoon","Mix","gestation"
"A669863","Plex","Return_to_owner","Dog","Neutered Male","PitBullMix","White/Brown",TRUE,"730","TRUE","2014","01","15","16","05","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A696589","Louis","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Black",TRUE,"365","TRUE","2015","02","15","18","16","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A718251","Didi","Adoption","Dog","Spayed Female","LabradorRetriever/Beagle","White/Black",TRUE,"30","TRUE","2015","12","31","16","40","5","FALSE","Spayed","Female","afternoon","Hybrid","gestation"
"A715262","Ruffo","Return_to_owner","Dog","Neutered Male","PitBullMix","Black/White",TRUE,"365","TRUE","2015","11","04","18","12","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A720430","Sabrina","Adoption","Dog","Spayed Female","NorwegianElkhoundMix","Black",TRUE,"240","TRUE","2016","02","14","16","59","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A664624","Smurfy","Adoption","Dog","Neutered Male","PitBullMix","Brown Brindle/White",TRUE,"730","TRUE","2013","11","07","14","12","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A707494","Karamel","Return_to_owner","Dog","Intact Female","PitBullMix","Tan/White",TRUE,"3285","TRUE","2015","07","24","16","06","6","FALSE","Intact","Female","afternoon","Mix","senior"
"A676379","Hunter","Return_to_owner","Dog","Neutered Male","LabradorRetrieverMix","Brown",TRUE,"365","TRUE","2014","04","20","17","42","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A678179","Maggie","Return_to_owner","Dog","Spayed Female","ChowChowMix","Gray",TRUE,"4015","TRUE","2014","06","21","18","42","7","TRUE","Spayed","Female","afternoon","Mix","senior"
"A705803","Gucci","Return_to_owner","Dog","Neutered Male","BostonTerrierMix","Brown Brindle/White",TRUE,"1095","TRUE","2015","06","23","11","07","3","FALSE","Neutered","Male","morning","Mix","adult"
"A692515","Honey","Transfer","Dog","Spayed Female","PointerMix","Black/White",TRUE,"730","TRUE","2015","02","20","11","58","6","FALSE","Spayed","Female","morning","Mix","adult"
"A708459","","Adoption","Dog","Spayed Female","ChihuahuaShorthair/WelshTerrier","Black/Brown",TRUE,"210","FALSE","2015","08","01","16","40","7","TRUE","Spayed","Female","afternoon","Hybrid","puppy"
"A689848","Tonka","Transfer","Dog","Neutered Male","MiniaturePinscherMix","Black/Brown",TRUE,"2555","TRUE","2014","10","25","17","17","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A702175","","Return_to_owner","Dog","Neutered Male","AmericanBulldogMix","Blue/White",TRUE,"1460","FALSE","2015","05","16","10","50","7","TRUE","Neutered","Male","morning","Mix","adult"
"A718014","Lucas","Return_to_owner","Dog","Neutered Male","RatTerrierMix","White/Black",TRUE,"730","TRUE","2015","12","23","16","55","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A701402","Jack","Transfer","Dog","Intact Male","Greyhound","Brown Brindle/White",TRUE,"2190","TRUE","2015","05","19","14","18","3","FALSE","Intact","Male","afternoon","Pure","adult"
"A679269","Tempo","Return_to_owner","Dog","Neutered Male","AustralianShepherd","Tricolor",TRUE,"1825","TRUE","2014","05","19","18","53","2","FALSE","Neutered","Male","afternoon","Pure","adult"
"A693404","Kira","Transfer","Dog","Spayed Female","BorderCollieMix","Black/White",TRUE,"730","TRUE","2014","12","11","16","11","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A549834","Danny","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","White/Brown",TRUE,"1825","TRUE","2015","01","06","18","13","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A701461","Doe Girl","Return_to_owner","Dog","Spayed Female","PitBullMix","Blue/White",TRUE,"1825","TRUE","2015","05","02","18","20","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A555012","Jeremiah","Adoption","Dog","Neutered Male","PitBullMix","Red",TRUE,"3285","TRUE","2014","10","13","13","21","2","FALSE","Neutered","Male","afternoon","Mix","senior"
"A669095","","Transfer","Dog","Neutered Male","Boxer","Black/White",TRUE,"300","FALSE","2013","12","20","15","25","6","FALSE","Neutered","Male","afternoon","Pure","puppy"
"A666455","","Transfer","Dog","Neutered Male","Dachshund/Bloodhound","Brown/White",TRUE,"120","FALSE","2013","11","07","13","02","5","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A667616","Arctic","Euthanasia","Dog","Neutered Male","AustralianCattleDogMix","Blue Tick/White",TRUE,"1460","TRUE","2014","05","14","19","02","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A711296","","Adoption","Dog","Neutered Male","PlottHoundMix","Brown Brindle",TRUE,"90","FALSE","2015","09","09","17","50","4","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A662557","Austin","Transfer","Dog","Neutered Male","PitBullMix","Blue",TRUE,"2190","TRUE","2014","10","04","16","22","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A685622","Duke","Transfer","Dog","Intact Male","TreeingWalkerCoonhound/LabradorRetriever","Tan/Black",TRUE,"150","TRUE","2014","08","14","16","13","5","FALSE","Intact","Male","afternoon","Hybrid","puppy"
"A670633","Fiona","Transfer","Dog","Intact Female","PlottHoundMix","Brown Brindle",TRUE,"150","TRUE","2014","01","15","12","58","4","FALSE","Intact","Female","afternoon","Mix","puppy"
"A548276","Lillian","Return_to_owner","Dog","Spayed Female","CockerSpaniel","Buff",TRUE,"2920","TRUE","2015","05","20","17","49","4","FALSE","Spayed","Female","afternoon","Pure","adult"
"A716512","Dexter","Return_to_owner","Dog","Neutered Male","St.BernardSmoothCoatMix","Brown/White",TRUE,"730","TRUE","2015","11","20","17","39","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"A675081","Pongo","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","White/Black",TRUE,"2555","TRUE","2014","04","05","17","34","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A694367","Clay","Adoption","Dog","Neutered Male","LabradorRetriever/AustralianCattleDog","White/Brown",TRUE,"730","TRUE","2015","01","03","18","17","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A690036","Flo","Transfer","Dog","Intact Female","Boxer","Tan/White",TRUE,"180","TRUE","2014","10","17","16","59","6","FALSE","Intact","Female","afternoon","Pure","puppy"
"A720206","Tug","Adoption","Dog","Neutered Male","MastiffMix","Yellow Brindle/White",TRUE,"180","TRUE","2016","02","11","14","20","5","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A683806","Callie","Adoption","Dog","Intact Female","BorderCollie/GreatPyrenees","Cream/White",TRUE,"60","TRUE","2014","08","01","15","45","6","FALSE","Intact","Female","afternoon","Hybrid","gestation"
"A697240","Tulip","Transfer","Dog","Intact Female","BeagleMix","Black/White",TRUE,"120","TRUE","2015","02","20","14","57","6","FALSE","Intact","Female","afternoon","Mix","puppy"
"A692922","Finch","Return_to_owner","Dog","Spayed Female","JackRussellTerrierMix","White",TRUE,"1460","TRUE","2014","11","30","18","42","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A691441","","Adoption","Dog","Neutered Male","CavalierSpanMix","Black/White",TRUE,"120","FALSE","2014","11","09","12","10","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A666354","","Transfer","Dog","Neutered Male","MiniaturePoodleMix","Apricot",TRUE,"1095","FALSE","2013","11","03","17","00","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A708468","Pio","Adoption","Dog","Neutered Male","PointerMix","White/Black",TRUE,"210","TRUE","2015","08","29","15","07","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A692774","Cookie","Return_to_owner","Dog","Spayed Female","BulldogMix","White/Black",TRUE,"2190","TRUE","2014","11","30","13","27","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A679160","","Adoption","Dog","Spayed Female","LabradorRetriever/GermanShepherd","Black/White",TRUE,"30","FALSE","2014","06","30","17","15","2","FALSE","Spayed","Female","afternoon","Hybrid","gestation"
"A624160","Nina","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Brown/White",TRUE,"730","TRUE","2014","04","18","17","29","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A681502","Izy","Transfer","Dog","Spayed Female","AustralianShepherd/LabradorRetriever","Tan/White",TRUE,"60","TRUE","2014","06","22","17","06","1","TRUE","Spayed","Female","afternoon","Hybrid","gestation"
"A333659","Tyoma","Return_to_owner","Dog","Neutered Male","CockerSpanielMix","Red/Black",TRUE,"3285","TRUE","2013","10","27","19","17","1","TRUE","Neutered","Male","afternoon","Mix","senior"
"A670816","Tommy","Adoption","Dog","Neutered Male","ChineseSharpei/GreatDane","Blue",TRUE,"730","TRUE","2014","08","04","14","34","2","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A693785","","Adoption","Dog","Neutered Male","BorderCollieMix","White/Black",TRUE,"120","FALSE","2014","12","18","16","52","5","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A668384","Juneau","Adoption","Dog","Spayed Female","GermanShepherdMix","Brown/Black",TRUE,"365","TRUE","2013","12","27","18","55","6","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A717066","Frankie","Adoption","Dog","Spayed Female","ChihuahuaShorthair/CardiganWelshCorgi","Tan/White",TRUE,"60","TRUE","2016","02","13","12","56","7","TRUE","Spayed","Female","afternoon","Hybrid","gestation"
"A683816","Fritz","Adoption","Dog","Neutered Male","DachshundMix","Brown",TRUE,"2555","TRUE","2014","07","19","13","43","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A689776","Hunter","Adoption","Dog","Neutered Male","PitBullMix","White/Tan",TRUE,"300","TRUE","2014","10","24","18","40","6","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A670719","","Return_to_owner","Dog","Neutered Male","Dachshund/Beagle","Tricolor",TRUE,"210","FALSE","2014","01","17","17","09","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A047759","Oreo","Transfer","Dog","Neutered Male","Dachshund","Tricolor",TRUE,"3650","TRUE","2014","04","07","15","12","2","FALSE","Neutered","Male","afternoon","Pure","senior"
"A707880","Herschel","Adoption","Dog","Neutered Male","AmericanPitBullTerrier/Pointer","Chocolate/White",TRUE,"210","TRUE","2015","08","08","16","10","7","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"A676054","","Adoption","Dog","Neutered Male","PlottHoundMix","Brown Brindle/White",TRUE,"730","FALSE","2014","04","07","16","30","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A720425","Chikilin","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tricolor",TRUE,"2920","TRUE","2016","02","14","13","37","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A665386","","Transfer","Dog","Intact Female","ChihuahuaShorthair/RatTerrier","White/Black",TRUE,"365","FALSE","2013","10","22","15","06","3","FALSE","Intact","Female","afternoon","Hybrid","adolescent"
"A701430","Fido","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Brown",TRUE,"730","TRUE","2015","05","10","19","27","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A555113","Roper","Return_to_owner","Dog","Neutered Male","BorderCollieMix","Black/White",TRUE,"3285","TRUE","2015","05","04","13","46","2","FALSE","Neutered","Male","afternoon","Mix","senior"
"A692543","Karma","Adoption","Dog","Spayed Female","CatahoulaMix","Red Merle/White",TRUE,"1825","TRUE","2014","12","06","18","08","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A674466","","Transfer","Dog","Intact Male","PitBullMix","Fawn",TRUE,"5","FALSE","2014","03","13","14","58","5","FALSE","Intact","Male","afternoon","Mix","gestation"
"A708991","Heidi","Transfer","Dog","Spayed Female","GermanShepherdMix","Black/Tan",TRUE,"180","TRUE","2015","08","07","17","38","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A654512","Taylor","Transfer","Dog","Neutered Male","PlottHoundMix","Brown Brindle/White",TRUE,"1460","TRUE","2013","10","28","12","30","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A694763","Zeus","Return_to_owner","Dog","Intact Male","PitBullMix","Brown Brindle/White",TRUE,"365","TRUE","2015","01","04","14","39","1","TRUE","Intact","Male","afternoon","Mix","adolescent"
"A704272","Summa","Adoption","Dog","Spayed Female","PlottHoundMix","Brown Brindle/White",TRUE,"240","TRUE","2015","06","28","17","01","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A692805","Max","Return_to_owner","Dog","Neutered Male","BeagleMix","Tricolor",TRUE,"2190","TRUE","2014","11","26","11","39","4","FALSE","Neutered","Male","morning","Mix","adult"
"A705116","","Transfer","Dog","Intact Male","GermanShepherdMix","Chocolate",TRUE,"2","FALSE","2015","06","13","15","20","7","TRUE","Intact","Male","afternoon","Mix","gestation"
"A691842","","Euthanasia","Dog","Intact Male","PitBullMix","Brown/White",TRUE,"150","FALSE","2014","11","10","16","36","2","FALSE","Intact","Male","afternoon","Mix","puppy"
"A712645","","Adoption","Dog","Neutered Male","DalmatianMix","White/Black",TRUE,"365","FALSE","2015","09","30","17","55","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A678032","Charlie","Return_to_owner","Dog","Neutered Male","GreatDaneMix","Black/White",TRUE,"90","TRUE","2014","05","04","11","10","1","TRUE","Neutered","Male","morning","Mix","puppy"
"A665632","","Transfer","Dog","Neutered Male","LabradorRetrieverMix","Brown/Black",TRUE,"90","FALSE","2013","10","29","11","09","3","FALSE","Neutered","Male","morning","Mix","puppy"
"A605191","Paloma","Return_to_owner","Dog","Spayed Female","GreatPyreneesMix","White",TRUE,"1095","TRUE","2014","01","05","12","15","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A694305","Chica","Return_to_owner","Dog","Intact Female","YorkshireTerrierMix","Brown",TRUE,"240","TRUE","2015","05","26","18","59","3","FALSE","Intact","Female","afternoon","Mix","puppy"
"A710825","Teo","Return_to_owner","Dog","Spayed Female","Papillon","Tan",TRUE,"730","TRUE","2015","08","29","18","48","7","TRUE","Spayed","Female","afternoon","Pure","adult"
"A700585","Boss","Return_to_owner","Dog","Intact Male","PitBullMix","Tan",TRUE,"730","TRUE","2015","04","21","14","16","3","FALSE","Intact","Male","afternoon","Mix","adult"
"A698438","Gidget","Adoption","Dog","Spayed Female","AustralianCattleDog/AlaskanHusky","Yellow",TRUE,"180","TRUE","2015","03","17","13","38","3","FALSE","Spayed","Female","afternoon","Hybrid","puppy"
"A574858","Hazel","Return_to_owner","Dog","Spayed Female","GoldenRetriever/PitBull","Yellow",TRUE,"1460","TRUE","2014","03","26","16","47","4","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A671885","Dixie","Transfer","Dog","Intact Female","CatahoulaMix","Brown Merle/White",TRUE,"730","TRUE","2014","02","07","14","48","6","FALSE","Intact","Female","afternoon","Mix","adult"
"A697241","Lily","Transfer","Dog","Intact Female","Beagle/StandardPoodle","Black/White",TRUE,"120","TRUE","2015","02","20","14","57","6","FALSE","Intact","Female","afternoon","Hybrid","puppy"
"A669011","","Transfer","Dog","Intact Female","BorderCollie/LabradorRetriever","Black/White",TRUE,"30","FALSE","2013","12","12","18","17","5","FALSE","Intact","Female","afternoon","Hybrid","gestation"
"A640810","Betsy","Return_to_owner","Dog","Spayed Female","ChihuahuaShorthair/Dachshund","Black/Tan",TRUE,"2920","TRUE","2016","01","20","17","25","4","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A717755","Bettie","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Black/White",TRUE,"365","TRUE","2016","01","22","12","25","6","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A715242","Baxter","Return_to_owner","Dog","Neutered Male","MiniaturePinscherMix","Black/Brown",TRUE,"1825","TRUE","2015","11","02","18","47","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A693455","","Adoption","Dog","Neutered Male","MastiffMix","Tan/Black",TRUE,"730","FALSE","2014","12","14","09","15","1","TRUE","Neutered","Male","morning","Mix","adult"
"A716517","","Return_to_owner","Dog","Neutered Male","LabradorRetrieverMix","Chocolate",TRUE,"300","FALSE","2015","12","02","17","55","4","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A713725","Chop","Return_to_owner","Dog","Neutered Male","RottweilerMix","Black/Tan",TRUE,"150","TRUE","2015","10","13","17","55","3","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A699177","Pixie","Adoption","Dog","Spayed Female","RatTerrierMix","White/Tan",TRUE,"1095","TRUE","2015","03","28","18","28","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A715436","Maggie","Adoption","Dog","Spayed Female","LabradorRetrieverMix","White/Tan",TRUE,"60","TRUE","2015","11","07","19","02","7","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A680067","Jerrico","Adoption","Dog","Neutered Male","GermanShepherdMix","White",TRUE,"1095","TRUE","2014","06","21","15","42","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A700508","Faline","Transfer","Dog","Intact Female","ChihuahuaShorthairMix","Fawn/White",TRUE,"150","TRUE","2015","05","03","12","05","1","TRUE","Intact","Female","afternoon","Mix","puppy"
"A489912","Jiggs","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tan/White",TRUE,"3650","TRUE","2016","02","10","19","00","4","FALSE","Neutered","Male","afternoon","Mix","senior"
"A709874","","Adoption","Dog","Neutered Male","SiberianHuskyMix","Gray/Brown",TRUE,"365","FALSE","2015","08","18","18","48","3","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A692347","Charger","Return_to_owner","Dog","Intact Male","PitBullMix","Blue/White",TRUE,"730","TRUE","2014","11","22","12","55","7","TRUE","Intact","Male","afternoon","Mix","adult"
"A693268","Eagle","Adoption","Dog","Neutered Male","Beagle/GermanShepherd","Brown/Black",TRUE,"30","TRUE","2015","01","30","19","08","6","FALSE","Neutered","Male","afternoon","Hybrid","gestation"
"A699694","Albert","Transfer","Dog","Neutered Male","Pug","Black",TRUE,"3650","TRUE","2015","04","08","11","09","4","FALSE","Neutered","Male","morning","Pure","senior"
"A690910","Chip","Return_to_owner","Dog","Neutered Male","MiniaturePoodleMix","Black",TRUE,"365","TRUE","2014","11","02","13","29","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A695006","","Transfer","Dog","Neutered Male","Maltese/MiniaturePoodle","White/Buff",TRUE,"300","FALSE","2015","01","11","16","54","1","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"A711657","Mina","Adoption","Dog","Spayed Female","PitBullMix","Black/White",TRUE,"1095","TRUE","2015","11","15","15","33","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A713022","","Transfer","Dog","Intact Male","IrishTerrierMix","Red",TRUE,"90","FALSE","2015","10","07","11","38","4","FALSE","Intact","Male","morning","Mix","puppy"
"A664995","","Transfer","Dog","Intact Male","AustralianCattleDogMix","Cream/White",TRUE,"7","FALSE","2013","10","15","13","29","3","FALSE","Intact","Male","afternoon","Mix","gestation"
"A685233","Lil Bit","Return_to_owner","Dog","Neutered Male","MiniatureSchnauzer/LhasaApso","Tan",TRUE,"1095","TRUE","2014","08","04","17","27","2","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A690790","","Euthanasia","Dog","Intact Male","PitBullMix","Blue/White",TRUE,"1095","FALSE","2014","10","31","13","31","6","FALSE","Intact","Male","afternoon","Mix","adult"
"A696947","Paris","Return_to_owner","Dog","Intact Female","YorkshireTerrier","Black/Red",TRUE,"2920","TRUE","2015","02","16","12","35","2","FALSE","Intact","Female","afternoon","Pure","adult"
"A685419","Hallie","Transfer","Dog","Intact Female","ChowChow/LabradorRetriever","Red",TRUE,"730","TRUE","2014","08","16","12","06","7","TRUE","Intact","Female","afternoon","Hybrid","adult"
"A687316","Harpo","Transfer","Dog","Neutered Male","PitBullMix","Brown/White",TRUE,"730","TRUE","2014","09","26","11","39","6","FALSE","Neutered","Male","morning","Mix","adult"
"A720585","Dog","Adoption","Dog","Neutered Male","ChowChowMix","Red",TRUE,"1825","TRUE","2016","02","14","16","56","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A675338","Carlton","Euthanasia","Dog","Intact Male","PitBullMix","White/Brown",TRUE,"2920","TRUE","2014","04","01","15","58","3","FALSE","Intact","Male","afternoon","Mix","adult"
"A713460","","Transfer","Dog","Intact Male","GermanShepherdMix","Black/Brown",TRUE,"30","FALSE","2015","10","11","14","56","1","TRUE","Intact","Male","afternoon","Mix","gestation"
"A689963","Ollie","Return_to_owner","Dog","Spayed Female","AustralianCattleDogMix","White/Black",TRUE,"2920","TRUE","2014","10","13","11","11","2","FALSE","Spayed","Female","morning","Mix","adult"
"A681273","","Euthanasia","Dog","Intact Female","PitBullMix","Brown Brindle",TRUE,"730","FALSE","2014","06","14","14","07","7","TRUE","Intact","Female","afternoon","Mix","adult"
"A632107","Bootsie","Return_to_owner","Dog","Spayed Female","StaffordshireMix","Blue/White",TRUE,"1825","TRUE","2015","10","27","15","26","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A670827","Osita","Adoption","Dog","Spayed Female","ChihuahuaShorthair/JackRussellTerrier","Chocolate/White",TRUE,"365","TRUE","2014","02","19","13","02","4","FALSE","Spayed","Female","afternoon","Hybrid","adolescent"
"A674116","Scarlett","Adoption","Dog","Spayed Female","GoldenRetriever/LabradorRetriever","Red",TRUE,"150","TRUE","2014","03","12","18","32","4","FALSE","Spayed","Female","afternoon","Hybrid","puppy"
"A558438","Sasha","Return_to_owner","Dog","Spayed Female","ChineseSharpeiMix","Tan/White",TRUE,"1825","TRUE","2014","04","09","14","18","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"A713453","","Adoption","Dog","Neutered Male","ShihTzuMix","White",TRUE,"730","FALSE","2015","10","12","17","28","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A692611","Amber","Adoption","Dog","Spayed Female","LabradorRetriever/GermanShepherd","Tan/White",TRUE,"365","TRUE","2014","11","30","13","49","1","TRUE","Spayed","Female","afternoon","Hybrid","adolescent"
"A711186","Jody","Return_to_owner","Dog","Neutered Male","RatTerrier/ChihuahuaShorthair","White",TRUE,"2555","TRUE","2015","09","11","15","10","6","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A667083","Double","Transfer","Dog","Neutered Male","PitBullMix","Tricolor",TRUE,"365","TRUE","2014","11","20","11","40","5","FALSE","Neutered","Male","morning","Mix","adolescent"
"A717425","Lauren","Transfer","Dog","Spayed Female","PomeranianMix","Buff",TRUE,"730","TRUE","2015","12","08","16","10","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A671189","Janie","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Tricolor",TRUE,"30","TRUE","2014","02","14","16","13","6","FALSE","Spayed","Female","afternoon","Mix","gestation"
"A564767","Diego","Return_to_owner","Dog","Neutered Male","MiniatureSchnauzerMix","White",TRUE,"2555","TRUE","2015","11","28","12","44","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A703522","Bella","Adoption","Dog","Spayed Female","MiniatureSchnauzerMix","White",TRUE,"1460","TRUE","2015","06","08","17","03","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"A668357","","Adoption","Dog","Neutered Male","NorfolkTerrierMix","White/Red",TRUE,"730","FALSE","2013","12","11","18","05","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A698302","Max","Transfer","Dog","Neutered Male","CanaanDog/RedboneHound","Brown/White",TRUE,"90","TRUE","2015","04","05","18","02","1","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"A675086","Yoyo","Return_to_owner","Dog","Spayed Female","ToyPoodleMix","White",TRUE,"4015","TRUE","2014","03","23","13","35","1","TRUE","Spayed","Female","afternoon","Mix","senior"
"A636398","Ladybug","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Tan",TRUE,"365","TRUE","2014","03","26","17","33","4","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A696538","Rosie","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Brown Merle/White",TRUE,"90","TRUE","2015","02","12","18","57","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A666599","Allaster","Euthanasia","Dog","Neutered Male","PitBull/EnglishBulldog","Red/White",TRUE,"1095","TRUE","2013","11","16","12","27","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
